18:00,19:00,20:00,21:00,22:00,23:00,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
63,78,63,61,47,78,62,49,47,45,61,61,47,63,63,62,46,49,62,49,61,63,50,63
65,111,47,47,62,60,47,66,62,65,62,47,47,66,78,47,59,78,62,64,64,62,50,62
48,81,63,66,47,78,47,62,63,47,63,47,63,63,64,61,62,62,62,65,63,94,46,64
62,46,48,47,47,62,47,59,62,64,93,47,47,50,78,61,62,66,47,79,61,62,60,62
63,62,62,62,47,64,47,65,61,61,47,62,63,66,48,62,47,96,48,54,65,63,47,61
62,66,62,64,47,48,62,94,63,62,59,62,63,65,65,64,61,78,47,46,44,47,62,109
78,97,63,64,62,63,47,47,79,61,59,63,62,48,48,63,62,66,48,47,60,64,51,47
63,62,109,61,47,62,62,66,63,63,79,62,62,63,45,78,94,59,47,63,64,64,47,66
63,49,252,62,47,65,47,59,62,47,47,47,62,63,53,63,82,63,50,66,62,63,63,50
47,48,62,78,47,47,47,65,62,56,91,47,47,47,76,78,78,59,65,63,61,62,51,59
63,63,63,109,63,50,46,60,63,64,61,63,47,66,64,49,63,47,46,46,45,47,50,47
47,62,65,63,62,78,63,79,63,61,77,47,63,62,63,64,44,62,47,47,49,47,63,62
62,47,60,78,63,62,47,64,78,47,63,47,63,47,55,61,47,49,51,63,62,63,48,79
66,63,62,47,63,66,62,65,78,62,61,47,47,63,70,48,59,47,47,47,63,63,62,62
62,52,47,79,63,65,47,61,65,78,59,62,47,110,48,47,50,63,46,65,63,63,47,63
63,63,63,62,47,61,47,61,48,60,79,46,63,49,47,79,62,62,43,62,62,62,50,64
63,66,65,63,46,61,63,49,60,43,46,47,62,46,46,76,62,78,66,63,63,63,47,60
46,62,77,64,63,60,63,63,47,60,78,46,47,47,47,63,50,94,64,46,65,63,62,62
47,62,61,63,47,62,47,79,50,62,91,63,62,63,49,109,109,97,47,47,62,48,47,112
68,67,65,61,63,62,62,124,63,66,66,47,63,49,46,47,188,65,47,63,60,65,65,63
63,63,66,94,47,49,47,63,47,47,60,63,62,63,78,64,62,67,63,62,172,63,46,66
47,65,63,61,63,63,62,60,59,47,46,63,63,62,49,61,50,64,50,50,78,62,78,60
78,64,62,63,63,62,62,140,65,47,90,46,46,63,66,48,65,59,64,68,62,63,62,63
63,78,60,48,63,63,63,79,62,48,63,63,47,64,47,76,47,62,62,47,62,64,125,61
281,61,50,48,63,62,62,65,60,43,67,63,47,78,59,66,79,62,47,65,62,62,63,64
63,64,63,78,62,51,63,94,79,47,74,62,63,63,63,75,63,66,47,62,62,63,47,61
45,47,63,61,60,49,63,59,64,59,48,47,47,65,62,78,61,65,47,63,53,64,63,47
59,65,61,62,62,47,46,65,62,68,63,62,62,46,46,62,62,64,48,62,62,48,49,63
64,63,63,77,49,64,47,78,61,58,62,63,47,47,63,63,62,123,50,64,63,48,61,47
63,47,63,46,63,62,44,63,48,49,62,47,47,64,64,64,63,109,65,63,62,47,63,63
47,63,62,66,46,61,47,63,66,61,75,62,47,47,61,65,63,48,62,49,62,47,47,79
48,62,49,61,47,62,62,265,65,107,63,47,62,66,63,59,78,62,63,65,65,78,63,47
93,58,62,46,64,61,62,64,77,62,78,47,47,60,46,63,60,98,48,47,49,65,77,47
67,63,62,62,47,47,63,62,60,60,48,94,47,47,64,62,110,60,62,47,66,62,63,63
62,63,47,66,65,78,47,63,79,62,47,62,62,49,64,65,62,64,64,48,53,63,174,65
62,79,62,78,62,64,63,48,63,48,79,46,47,79,47,45,78,64,78,66,49,63,125,47
62,66,60,59,63,61,62,51,64,47,61,47,47,62,63,59,64,77,47,49,65,47,62,47
47,64,60,63,63,48,62,66,62,49,61,46,62,62,60,63,58,64,49,54,76,47,62,59
47,66,47,63,65,65,47,62,75,62,94,63,62,63,62,62,93,61,62,51,62,63,61,62
65,66,48,79,63,60,47,75,59,64,49,63,63,66,49,78,61,140,62,47,65,62,65,47
47,62,62,140,63,62,63,66,61,63,65,62,47,63,47,63,65,62,47,62,46,62,63,66
62,63,67,62,62,46,47,64,48,46,60,47,63,62,63,59,141,79,60,49,60,48,175,108
94,65,47,64,50,59,47,78,112,63,63,63,62,63,65,65,77,78,47,62,62,63,69,92
64,46,62,79,47,62,62,77,61,66,46,63,62,63,62,61,67,48,49,47,63,47,66,47
47,47,54,61,66,65,63,78,50,77,61,47,47,62,60,64,41,62,62,49,65,62,46,65
47,62,67,63,62,60,47,81,62,66,62,47,62,63,78,61,63,66,47,64,60,63,65,75
64,64,47,63,47,47,62,46,79,62,78,47,63,63,49,48,62,59,48,47,63,62,60,80
159,52,65,62,62,68,63,60,65,62,63,62,94,48,62,61,141,49,62,46,62,63,61,46
62,67,60,78,66,73,47,64,62,62,49,63,93,63,62,59,78,63,62,51,63,47,63,64
78,69,62,50,46,47,47,64,60,49,47,47,47,63,62,62,63,63,47,47,49,62,65,47
78,46,64,65,66,66,62,78,64,47,79,62,47,50,55,65,63,125,63,46,63,62,63,63
65,63,62,61,62,61,140,60,63,62,61,47,47,63,47,59,59,79,63,49,63,63,47,97
61,63,62,63,63,60,47,63,126,49,66,63,62,63,47,50,63,200,62,63,65,61,65,62
65,62,62,61,63,47,78,63,66,62,59,63,47,63,49,65,78,47,48,47,62,63,62,47
48,47,62,62,46,63,62,78,63,68,65,47,62,63,63,60,47,78,63,66,60,46,64,60
97,65,64,62,49,62,61,80,218,49,60,62,47,64,65,62,47,63,47,62,62,63,64,63
68,79,61,60,47,66,64,45,65,59,61,63,47,52,60,78,109,64,63,51,63,64,47,49
75,47,63,67,47,52,47,59,66,46,47,62,47,54,62,82,61,47,62,62,79,47,61,65
63,63,63,64,158,66,108,63,63,61,79,63,63,65,62,62,62,47,47,50,65,68,49,76
62,63,47,61,62,59,62,62,59,109,60,63,62,65,63,59,65,92,62,48,60,47,54,50
63,63,62,63,47,62,48,65,47,79,66,62,47,63,49,63,123,47,61,65,140,62,62,62
66,62,49,63,78,45,46,60,62,62,48,63,47,69,49,63,46,62,63,47,63,62,63,63
47,65,63,63,47,47,47,47,79,62,61,46,63,49,47,93,49,50,62,46,77,63,64,93
62,62,60,63,62,48,44,66,47,61,60,63,47,47,44,65,47,46,47,63,77,63,47,77
62,63,78,62,110,61,62,59,49,63,63,47,46,62,47,48,68,63,47,63,63,63,47,50
50,49,62,80,62,61,62,44,62,63,109,46,61,63,47,62,65,66,140,62,46,47,65,63
63,62,63,60,46,47,47,64,92,82,49,63,62,63,62,59,86,62,62,63,55,47,47,90
65,50,64,62,63,66,47,64,65,44,88,47,62,47,59,62,62,61,49,46,46,50,47,63
62,50,47,66,62,47,61,61,62,59,48,63,63,63,62,64,64,47,59,63,60,65,47,79
187,63,63,46,65,62,47,63,61,62,65,63,62,79,61,61,61,60,67,47,63,62,46,60
47,47,46,62,219,47,80,69,81,78,44,62,62,47,62,81,67,63,47,63,62,47,63,63
64,70,66,63,62,60,47,79,62,66,67,47,47,64,63,61,60,60,137,53,63,47,62,51
66,65,59,62,47,65,78,63,91,66,62,47,62,61,65,62,62,62,64,46,62,63,65,96
63,71,63,62,125,60,63,62,46,59,64,47,47,63,63,65,61,47,62,47,63,50,63,47
64,63,78,66,48,61,63,64,60,59,78,63,47,63,60,60,79,65,95,48,62,62,47,60
66,66,66,78,78,63,47,65,78,63,61,46,63,47,63,61,49,60,47,64,62,63,62,63
65,47,62,48,63,48,47,60,77,80,48,63,46,67,47,61,62,63,61,49,66,63,63,95
63,63,59,62,47,79,47,79,62,68,64,46,63,47,64,62,94,50,62,62,47,66,62,48
47,63,47,63,43,64,58,78,64,111,61,63,47,78,67,63,93,66,62,63,141,62,63,77
63,62,60,63,47,47,63,78,79,50,44,63,63,66,46,65,63,109,79,63,54,51,66,111
62,63,49,49,46,61,78,94,62,47,62,62,47,47,66,60,64,47,47,63,76,47,63,60
63,65,59,62,63,47,65,78,63,109,50,65,62,46,78,62,63,63,63,63,49,63,46,50
63,62,65,47,63,65,60,79,65,62,63,46,62,47,62,44,48,62,62,47,171,63,47,66
63,500,61,62,51,61,94,94,62,66,64,63,47,63,47,62,139,110,82,47,66,47,62,63
62,62,78,62,47,62,62,78,76,59,63,47,63,47,265,62,47,62,63,63,66,47,63,60
53,61,60,61,66,65,78,78,65,48,63,62,47,63,46,64,64,94,63,64,108,63,63,123
63,61,78,63,64,47,65,79,94,66,46,47,63,66,47,61,63,78,63,63,61,62,49,47
62,78,62,62,62,78,47,61,44,47,61,62,46,47,504,78,62,49,66,47,64,63,47,62
63,62,63,78,48,62,47,47,60,59,63,63,63,95,63,49,63,62,59,47,44,62,63,61
50,63,47,47,62,49,47,62,61,63,59,47,63,63,74,65,94,65,47,47,49,49,63,65
62,62,59,62,47,47,60,81,94,125,65,47,62,47,141,61,64,47,79,62,47,63,65,61
49,62,47,63,64,79,61,59,77,62,78,47,47,64,47,63,62,60,62,64,50,63,63,47
47,46,63,63,45,63,63,55,63,45,79,47,46,47,47,64,62,43,47,78,44,65,81,62
47,76,44,62,47,96,63,78,69,78,47,63,63,63,63,62,62,47,66,79,75,48,48,65
62,63,68,78,50,47,62,76,62,78,62,78,62,47,47,78,62,93,62,63,65,63,65,47
63,66,47,63,65,63,83,60,62,66,56,47,47,78,45,61,62,47,79,63,48,50,47,63
62,62,64,62,47,47,62,47,63,47,62,47,47,63,47,47,48,50,62,63,49,62,47,47
62,65,58,64,48,49,44,60,65,62,63,46,47,65,47,64,110,46,66,62,77,79,63,109
64,50,61,64,62,65,47,79,60,61,62,63,47,78,62,61,47,59,62,63,47,79,62,50
62,62,47,63,46,62,46,75,81,46,63,63,63,47,47,62,78,62,77,63,62,63,47,96
47,63,78,61,47,65,47,63,75,63,62,46,63,63,78,80,61,52,65,46,63,62,62,63
48,49,64,62,64,60,60,48,62,64,65,47,47,62,94,110,94,67,62,47,47,62,62,64
47,62,61,62,62,63,47,65,65,47,66,62,63,47,47,60,63,66,63,65,49,65,72,44
52,127,63,63,47,47,60,93,47,62,62,47,46,47,63,65,65,59,63,63,62,63,47,48
62,62,64,49,62,63,47,63,59,64,63,47,47,47,77,51,60,62,48,63,63,62,62,64
64,65,64,66,64,62,47,60,79,59,65,46,47,63,63,47,60,43,61,46,62,63,47,61
80,95,44,62,46,48,62,65,62,60,64,47,47,65,46,67,113,49,79,50,48,65,63,46
62,59,57,60,63,47,62,94,61,50,63,46,47,63,81,58,60,63,47,47,47,62,64,48
62,49,66,65,62,66,46,47,66,47,65,63,62,64,60,63,61,62,66,47,61,62,47,45
78,63,48,48,47,60,46,75,66,63,63,47,47,63,47,62,63,63,62,48,78,78,63,60
80,46,48,59,47,62,62,62,59,62,65,47,62,63,47,47,63,62,60,46,63,62,63,47
83,62,60,63,47,65,62,63,60,62,65,63,63,66,60,46,62,63,61,47,64,49,63,94
47,47,46,47,65,91,47,62,49,62,56,62,47,63,61,62,64,50,47,66,62,49,62,47
63,51,62,78,47,62,62,78,46,63,65,47,49,78,63,48,62,109,66,47,62,47,62,79
61,46,78,62,47,48,63,63,61,62,47,47,62,62,62,64,64,47,59,48,47,65,63,77
63,63,65,66,50,47,47,78,63,63,78,63,47,46,60,61,62,59,47,64,47,49,62,49
64,66,63,65,62,78,64,64,78,50,49,63,63,61,94,63,45,62,60,64,46,46,49,60
61,60,64,98,62,63,63,75,65,62,63,47,47,63,66,49,47,47,47,67,50,60,47,47
51,63,54,64,47,62,48,78,91,64,67,63,63,63,59,47,71,65,61,52,63,60,47,60
49,62,59,64,47,63,47,60,62,63,62,63,62,47,63,64,63,62,78,63,60,64,47,65
63,79,63,62,63,62,63,47,77,62,63,47,63,63,64,61,49,216,63,46,51,61,63,44
64,60,47,63,66,64,47,59,82,47,64,47,78,62,61,78,60,63,48,65,47,170,62,47
47,63,44,63,94,47,47,78,62,63,49,46,63,63,75,63,78,62,49,62,63,63,47,92
46,62,62,47,47,61,62,63,65,63,49,47,62,80,78,63,64,62,63,47,62,62,63,47
66,63,63,63,62,66,46,62,60,63,48,63,63,79,63,62,49,63,77,63,66,59,63,65
47,64,48,64,66,62,47,47,48,62,63,62,62,64,62,78,64,48,62,50,63,78,63,62
64,65,61,62,63,46,63,60,62,46,63,47,62,62,47,62,53,46,61,70,63,62,51,60
46,67,90,63,62,62,63,63,63,78,63,47,63,63,158,63,81,62,66,63,60,62,47,47
49,58,47,65,62,66,62,62,63,63,63,63,63,63,63,63,64,44,65,65,47,63,46,44
64,64,50,49,62,65,62,66,62,61,62,47,62,63,235,62,46,94,46,65,62,48,63,62
61,63,77,65,65,95,47,61,62,62,47,47,63,65,62,78,62,66,60,47,59,63,46,45
62,78,60,47,63,63,63,64,64,50,62,63,47,64,62,79,65,65,93,63,63,47,67,47
61,62,65,60,94,61,47,65,77,64,47,47,62,63,47,61,66,93,63,63,47,50,64,60
66,63,60,47,62,63,62,47,59,59,62,47,63,64,63,63,62,79,63,64,64,63,65,62
62,47,79,66,47,50,49,63,62,63,64,63,62,79,62,64,47,81,50,63,62,63,63,62
53,48,62,60,46,75,62,76,47,63,62,46,63,66,66,61,61,63,46,62,62,47,62,66
78,63,94,47,47,63,50,63,64,46,63,47,47,62,63,140,44,78,76,63,64,47,63,63
62,63,47,60,47,63,62,62,64,47,63,47,47,63,59,63,47,62,63,53,45,64,47,63
52,48,78,47,62,63,47,78,62,59,65,63,62,62,141,78,62,67,59,47,48,47,64,63
47,62,62,63,63,111,62,64,60,54,62,63,47,47,62,62,63,63,62,47,64,47,63,62
62,65,62,64,62,63,62,47,96,66,64,46,62,49,78,78,47,59,62,49,66,63,51,94
62,63,63,47,63,60,47,62,92,49,62,63,47,66,62,63,78,62,64,63,62,62,62,62
62,79,62,47,47,63,62,50,93,59,62,46,63,63,63,63,62,93,78,62,65,63,47,46
62,63,65,81,50,44,189,66,63,64,47,63,63,62,47,81,64,47,50,47,62,63,63,61
50,47,46,61,62,61,63,109,62,50,50,47,62,74,62,77,60,97,78,63,94,62,62,65
62,63,62,62,47,62,63,60,66,61,47,47,63,60,48,60,110,65,64,47,62,63,46,60
47,63,60,97,62,48,63,66,80,51,47,63,47,50,63,63,47,63,62,63,63,47,47,47
56,93,62,59,63,61,45,78,77,47,47,62,47,219,97,65,62,60,60,62,47,63,63,62
62,63,62,63,47,63,64,59,62,50,47,63,63,62,63,60,80,62,47,63,48,47,47,47
47,59,63,62,46,48,47,48,78,65,81,63,46,63,45,78,130,65,59,62,65,50,63,46
62,68,64,47,47,62,46,63,64,47,63,46,63,62,47,62,59,78,65,61,48,65,66,47
63,49,77,77,47,62,62,59,61,65,47,63,79,61,59,63,60,60,60,47,61,66,48,64
48,50,47,63,62,46,78,95,48,63,63,62,93,46,62,48,63,62,63,63,62,79,47,94
63,52,94,47,47,63,62,77,66,83,62,63,62,63,65,78,97,48,67,47,62,63,48,60
62,47,47,64,62,65,47,62,63,65,64,47,63,63,60,48,60,78,47,63,62,62,64,47
61,64,47,60,63,60,62,47,67,49,47,48,62,63,63,77,63,63,64,65,63,64,78,65
66,68,62,109,48,47,47,62,57,62,63,63,47,46,47,62,62,62,68,63,78,65,63,78
62,64,63,61,51,46,65,59,68,47,63,62,47,54,79,63,94,62,47,49,63,63,47,62
47,47,78,47,47,60,62,65,57,63,64,47,47,63,62,62,63,64,47,50,46,62,65,96
63,63,47,63,62,62,47,77,67,48,46,47,47,47,64,79,62,63,83,47,62,47,64,47
66,62,62,62,62,66,47,63,58,47,48,62,47,63,47,80,63,61,47,46,61,49,47,60
64,50,62,62,47,43,62,44,79,47,63,63,47,64,92,60,62,62,63,63,95,64,65,47
62,47,63,65,47,62,47,63,62,65,64,62,63,63,62,65,59,47,50,48,65,65,48,65
62,64,62,65,47,47,65,247,60,47,65,47,47,47,63,63,59,63,47,51,45,63,46,62
63,64,47,62,62,61,62,94,62,50,47,47,47,66,62,63,62,63,47,63,47,64,49,65
62,45,60,63,64,50,47,45,62,65,49,63,63,78,62,62,157,62,46,64,47,62,63,62
63,47,63,65,47,62,62,78,48,47,47,47,46,64,78,63,77,78,47,63,58,63,47,65
78,62,62,65,48,64,47,78,48,47,62,63,47,63,70,62,80,62,47,53,61,63,63,47
63,47,50,108,62,49,49,49,63,65,78,47,47,63,59,108,62,51,47,47,48,47,47,62
46,59,59,65,47,61,47,78,50,47,62,46,47,63,77,64,64,49,63,47,78,78,62,61
63,79,46,64,62,78,47,62,47,61,48,63,47,47,78,60,64,47,62,63,63,66,63,44
51,63,60,63,47,47,47,79,62,56,49,46,62,46,65,65,45,62,50,47,63,62,47,93
60,49,63,62,63,47,62,65,47,63,62,47,47,78,47,78,78,63,62,47,65,47,63,60
63,47,62,62,46,82,47,65,62,49,65,47,47,63,60,63,60,296,62,47,59,62,62,66
62,65,62,47,47,59,63,60,63,60,64,63,63,63,65,64,62,62,63,64,62,62,65,47
63,47,62,62,47,60,63,129,64,63,47,47,63,47,60,61,62,63,63,62,63,63,63,74
63,63,63,63,63,62,47,59,62,63,46,47,46,46,62,78,63,61,49,49,60,46,46,47
63,59,80,47,48,65,62,64,48,61,50,141,63,47,47,63,49,63,47,63,48,64,60,63
63,47,61,62,62,65,47,62,76,62,71,63,63,65,78,64,64,78,62,65,47,47,63,44
62,63,62,62,62,76,65,108,64,47,64,77,62,63,47,61,47,125,63,63,47,63,63,67
63,48,62,48,47,47,62,63,61,47,62,63,63,63,48,62,62,47,63,46,79,47,63,89
53,63,65,61,62,49,47,62,68,63,63,77,62,48,46,64,65,62,64,47,47,59,49,65
46,63,60,60,63,48,62,78,62,65,49,64,47,47,79,47,60,62,47,65,47,62,62,60
64,46,79,81,47,54,63,59,64,63,47,62,63,63,64,46,63,60,63,50,62,66,65,47
250,63,63,78,63,61,62,48,63,49,63,78,63,63,61,63,62,59,63,51,48,63,63,45
64,62,61,63,65,62,47,62,63,63,51,63,47,63,62,63,65,156,66,62,80,63,47,47
108,66,47,62,63,50,66,50,62,49,47,64,62,62,63,62,75,63,47,47,63,63,47,63
50,63,47,62,62,95,46,46,65,48,78,62,47,47,93,64,48,70,63,48,45,62,60,78
65,60,68,63,47,61,49,64,47,63,161,62,47,63,47,76,62,62,48,47,49,62,62,44
60,47,73,78,47,66,47,77,63,47,60,54,63,64,63,64,61,64,52,47,41,47,63,63
63,47,47,64,63,49,63,62,65,64,43,63,62,64,51,61,78,47,66,63,64,62,62,66
63,59,142,62,63,48,62,63,60,65,48,47,63,62,62,65,63,79,63,47,63,47,50,66
62,47,62,61,66,61,62,63,61,63,79,47,63,65,63,60,62,47,46,70,62,46,44,121
67,62,47,47,63,62,47,62,65,47,61,62,62,65,79,63,66,64,63,50,63,64,47,47
47,63,47,78,47,48,47,45,60,64,47,49,63,47,46,62,59,79,49,49,63,62,62,63
63,48,62,47,46,46,49,47,63,59,92,63,47,47,77,62,63,61,63,49,66,63,47,79
64,62,47,61,63,45,63,65,60,43,78,65,47,62,63,64,48,62,47,47,62,63,62,61
67,65,59,66,63,62,62,69,109,62,66,63,46,111,65,62,62,78,63,62,47,65,50,63
63,62,47,66,47,49,63,70,63,61,63,47,46,61,49,78,62,43,62,78,68,62,63,60
63,62,78,63,47,49,53,62,47,47,60,47,46,63,67,64,62,79,53,86,48,66,62,47
47,78,60,79,48,62,67,62,59,63,62,47,63,64,61,61,61,48,46,48,55,65,47,62
78,47,79,47,62,61,46,46,63,63,63,47,63,78,79,65,79,63,47,51,62,49,47,62
48,47,47,62,47,65,48,49,64,62,62,63,62,62,63,60,61,125,66,46,63,44,79,47
62,63,47,62,63,47,63,62,360,47,62,47,47,80,61,65,62,50,64,50,48,50,47,78
62,62,47,79,63,78,47,61,62,62,46,47,63,93,63,60,48,47,47,63,64,81,47,47
47,49,61,108,62,47,47,63,60,62,64,47,47,62,62,66,61,62,47,63,47,63,62,62
63,62,78,63,46,60,62,65,63,61,47,64,47,62,63,63,66,47,62,48,43,63,63,63
66,63,63,67,63,50,62,77,65,50,47,66,47,63,63,64,59,78,47,47,65,47,64,47
81,62,66,109,63,63,62,94,60,65,64,47,47,78,66,62,69,65,93,47,50,63,62,78
61,64,60,63,47,65,47,60,60,47,62,95,47,50,59,61,56,60,78,65,63,63,62,47
66,62,47,63,63,60,62,62,78,46,64,47,47,64,51,65,62,64,63,46,66,95,51,62
62,66,63,76,62,62,62,61,63,63,62,62,47,62,63,60,62,93,49,47,374,62,63,59
63,48,47,62,63,47,63,63,62,48,66,203,47,66,61,80,63,49,94,62,49,62,63,112
65,61,62,75,63,65,47,95,47,50,47,62,46,47,64,61,63,46,62,47,62,65,50,47
63,47,59,62,47,63,65,77,78,47,62,78,47,63,60,62,62,48,63,70,63,94,62,62
64,47,48,66,63,60,62,96,63,47,65,63,47,47,63,65,63,62,62,64,82,62,94,46
63,63,47,110,46,63,47,78,62,48,80,46,63,79,60,60,65,79,50,47,66,44,62,64
70,48,47,75,64,65,48,77,62,63,46,47,47,47,62,63,60,61,62,69,60,51,47,59
62,50,46,63,63,60,47,81,63,63,62,47,62,62,47,60,62,49,62,47,45,60,47,78
62,68,60,62,63,62,63,82,62,62,63,62,63,63,61,65,79,44,48,65,44,50,63,63
64,65,59,64,62,47,63,59,78,64,63,47,47,63,47,47,62,78,65,63,62,66,63,47
61,49,63,203,47,66,47,63,77,63,63,47,63,65,63,64,75,47,62,54,47,59,63,64
63,65,68,62,63,60,63,63,63,63,66,62,62,63,140,50,66,43,63,65,65,63,63,65
64,47,57,63,47,62,45,50,78,65,50,47,63,65,64,47,60,64,64,62,63,63,47,47
78,65,65,62,63,62,47,77,49,63,52,47,63,70,63,79,61,62,46,50,46,65,65,76
64,113,62,78,47,50,63,61,109,47,63,62,62,63,47,61,94,62,47,47,62,62,50,65
61,63,60,110,64,47,47,63,108,59,77,47,47,65,59,66,64,62,64,47,61,64,62,90
47,47,63,78,47,63,63,96,59,62,62,47,63,60,62,59,61,79,63,46,62,64,80,78
109,50,48,47,46,64,63,59,62,63,61,47,62,43,63,63,63,47,62,63,47,63,66,66
93,54,62,79,47,61,48,47,67,66,47,64,62,47,65,62,48,62,47,62,63,47,54,59
66,63,63,66,49,47,47,96,61,47,48,62,47,50,63,65,63,63,63,62,46,62,62,62
63,47,63,64,47,47,50,76,75,65,47,63,47,54,67,60,59,62,47,72,59,47,47,47
49,50,46,59,63,62,46,62,68,62,63,47,62,63,62,64,62,123,47,62,47,63,47,47
63,65,63,92,47,50,47,91,49,47,66,62,63,62,64,61,65,62,66,48,63,65,50,76
63,47,46,78,47,62,65,62,62,62,50,47,62,78,44,49,73,63,62,47,63,63,47,63
129,65,62,47,62,63,63,63,65,64,63,63,63,64,47,48,62,59,63,67,64,79,48,47
59,63,203,281,63,61,46,48,76,63,62,47,47,65,81,65,65,63,49,47,64,62,64,60
78,79,47,62,63,48,47,58,62,49,48,63,62,60,47,60,63,61,62,46,64,64,63,62
62,63,64,66,62,64,63,63,63,47,63,62,63,51,59,64,95,47,113,79,47,63,48,62
63,62,64,59,63,49,65,47,77,66,64,47,46,65,66,64,61,62,62,50,63,64,49,48
47,46,62,63,63,156,47,94,61,62,80,63,47,62,59,60,47,63,63,62,65,62,63,47
47,62,109,63,62,62,62,62,94,63,60,47,62,63,47,62,60,47,62,66,78,48,49,78
64,63,60,78,64,62,47,64,79,63,49,66,47,63,63,63,50,62,47,62,50,65,47,63
62,62,47,65,63,65,47,47,63,62,61,64,62,63,78,62,63,60,63,63,61,64,46,65
47,49,65,48,62,64,47,64,62,63,51,47,63,64,48,62,63,47,47,63,62,79,62,60
61,63,53,60,47,63,62,60,48,63,50,62,47,47,47,62,62,92,66,64,63,62,63,60
64,62,46,66,65,47,47,64,79,48,79,50,47,63,63,60,61,65,48,47,63,62,66,62
63,81,62,55,47,59,47,61,80,47,62,62,63,63,62,46,65,139,47,62,65,64,60,62
47,62,43,62,62,62,57,62,76,49,50,62,46,62,64,47,60,45,63,47,47,62,62,63
60,62,78,54,63,62,47,94,66,62,49,62,47,46,61,78,110,62,49,63,65,65,47,62
62,48,93,62,61,47,62,62,63,49,47,63,62,63,48,63,70,45,47,62,60,64,62,47
66,63,46,62,47,45,46,61,62,46,63,47,63,46,63,44,60,62,63,55,66,64,63,78
47,50,64,78,47,47,62,78,63,47,63,47,62,51,47,79,62,62,46,65,47,62,47,62
64,47,60,66,47,50,64,63,48,47,46,47,47,47,62,60,64,49,63,63,60,47,47,65
63,62,64,63,48,47,40,61,78,65,63,63,62,65,52,62,78,46,47,63,62,64,46,60
49,62,59,48,62,60,63,63,62,64,62,47,141,64,46,65,61,47,62,46,47,63,47,79
63,47,48,64,63,63,62,63,60,48,63,62,141,65,62,60,63,173,65,62,49,64,62,63
64,63,46,47,63,60,63,67,78,63,97,78,63,63,62,63,235,63,63,63,47,62,46,128
52,54,47,65,63,62,47,50,63,47,63,62,62,47,62,62,78,65,62,63,49,66,63,47
66,63,47,90,63,47,87,62,62,62,47,66,47,64,47,63,63,62,64,79,63,65,47,62
63,47,79,66,63,48,49,48,47,65,49,63,62,65,64,46,81,64,43,50,62,65,47,63
63,48,61,47,63,47,63,47,79,60,49,62,63,62,47,63,43,52,49,47,62,46,47,47
78,62,60,65,60,66,47,63,61,62,66,46,47,47,63,62,47,62,47,43,48,48,63,65
63,46,61,45,47,48,62,57,66,65,59,63,46,64,47,78,93,48,64,63,64,66,46,62
65,62,64,47,47,63,62,62,96,63,63,65,63,51,62,63,63,62,64,48,63,62,66,60
47,47,49,64,78,48,47,62,76,47,62,47,63,47,78,78,63,63,62,63,68,63,48,64
66,64,62,61,62,64,47,65,78,63,96,47,47,62,62,62,58,205,62,50,59,62,63,47
73,50,47,94,47,49,49,65,48,65,62,63,63,60,64,64,63,64,48,63,79,63,47,96
62,62,64,78,47,46,47,62,47,62,62,63,62,64,47,61,50,65,108,47,47,47,66,47
62,63,65,59,50,62,78,66,61,47,62,62,47,63,65,78,59,89,64,63,84,63,62,77
48,62,47,63,47,78,47,63,64,48,78,63,47,48,47,65,46,61,62,45,56,66,63,47
64,63,78,65,47,64,62,63,61,63,47,46,62,67,47,60,49,48,61,63,47,63,47,60
72,63,47,78,47,63,62,62,66,62,60,63,62,47,83,76,62,47,63,64,65,62,64,63
66,65,63,60,62,47,64,47,75,62,51,47,63,63,57,94,64,60,47,48,63,63,47,78
62,79,64,62,47,61,63,80,109,62,65,62,62,62,63,62,140,47,39,49,60,49,50,62
46,63,63,63,47,59,62,63,47,47,63,47,47,66,62,62,77,64,48,46,62,47,63,63
63,63,76,62,47,78,47,62,59,63,78,62,62,62,47,62,62,65,47,47,65,62,62,62
64,47,101,63,46,50,63,65,47,63,63,63,63,47,62,62,63,64,51,63,64,47,47,63
47,48,62,47,63,94,62,79,65,80,62,64,62,47,66,78,62,78,47,79,60,49,62,62
63,48,47,48,47,47,63,60,60,64,47,46,47,46,62,47,62,92,47,63,78,61,63,109
63,47,62,48,47,47,63,63,64,47,62,47,62,60,63,63,80,62,62,62,78,62,47,60
63,64,65,78,46,64,62,79,61,63,65,62,47,62,63,63,68,60,78,64,49,59,62,62
47,43,47,48,47,61,62,64,62,63,60,78,63,47,62,62,59,62,63,46,62,63,62,62
63,63,61,172,47,66,46,63,65,62,47,78,47,50,46,49,49,48,47,64,65,47,64,63
60,62,50,62,47,60,63,65,71,41,64,64,47,63,63,61,79,67,47,49,49,47,62,47
45,63,46,67,63,63,63,78,59,64,46,62,47,63,62,62,66,62,47,51,60,46,64,47
61,63,60,62,63,61,55,59,59,65,60,64,63,72,67,62,110,49,65,47,110,47,64,47
47,47,48,64,49,63,62,66,62,78,65,61,62,78,59,64,64,60,79,46,62,110,52,55
63,65,57,78,63,62,63,47,63,64,62,65,62,63,63,63,61,62,61,72,97,64,47,62
