18:00,19:00,20:00,21:00,22:00,23:00,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
62,66,59,61,47,46,79,62,94,63,59,62,63,44,47,49,62,95,47,50,66,63,78,47
61,49,62,62,62,67,62,78,77,47,60,63,62,125,63,62,60,109,44,48,74,60,62,63
61,62,63,66,47,58,63,112,78,44,68,47,47,125,47,156,48,78,47,62,63,78,47,94
45,70,62,59,62,63,93,60,63,65,49,47,46,61,66,47,46,63,62,62,47,126,61,328
59,66,48,66,47,66,47,61,63,60,62,250,63,78,62,79,64,49,61,63,62,62,62,78
60,47,61,59,109,66,47,63,63,47,68,62,62,62,48,63,61,79,47,63,64,63,62,140
63,109,47,49,63,49,62,78,63,64,48,63,63,47,66,62,61,92,47,62,61,63,77,143
58,47,81,65,46,60,47,79,61,77,61,78,62,63,47,63,63,64,65,62,66,62,114,61
47,64,60,60,66,80,62,66,64,63,62,62,62,62,62,62,63,173,47,65,44,59,74,78
50,63,64,62,60,61,47,59,45,63,63,47,63,48,64,67,62,60,97,60,63,78,64,157
65,46,47,64,47,63,46,92,61,61,48,63,63,65,63,90,48,141,47,63,62,59,61,47
60,64,60,79,63,48,63,80,69,78,47,62,63,107,47,47,64,109,64,66,79,61,62,66
63,47,62,63,62,47,62,77,71,64,60,63,62,65,62,63,47,112,62,63,47,61,47,218
65,50,65,62,63,62,63,78,62,61,47,62,47,66,63,49,59,48,65,63,65,62,76,173
61,63,45,63,62,49,47,65,47,62,94,63,47,72,47,66,62,63,62,64,60,63,80,65
47,49,79,62,63,66,62,65,48,61,141,46,47,65,46,50,61,159,47,61,63,63,60,91
78,63,62,66,62,62,62,61,218,61,62,47,62,139,47,46,47,61,64,49,62,69,64,78
64,47,63,59,63,59,63,77,94,47,47,78,47,62,62,64,63,61,61,47,63,55,62,94
65,64,83,62,93,66,62,60,78,77,78,62,78,63,63,62,61,81,78,65,78,76,64,94
45,49,60,47,110,61,109,60,59,63,46,62,63,62,46,47,48,92,46,61,63,58,62,66
59,65,63,62,62,61,47,47,66,47,66,63,62,79,46,63,79,79,61,66,65,63,80,77
79,64,62,66,78,66,47,47,76,62,78,62,62,65,48,62,62,125,62,59,61,141,61,62
62,66,63,59,63,59,63,78,59,47,78,47,47,59,66,49,47,172,64,65,77,62,78,60
60,63,65,46,62,57,63,65,77,46,65,63,63,94,63,46,82,80,61,60,78,108,47,78
65,50,62,65,47,62,62,77,61,50,60,62,62,63,48,63,65,78,63,62,62,125,59,63
60,157,62,64,47,63,63,61,94,60,125,63,63,50,64,47,78,62,63,50,47,47,63,62
66,63,62,78,47,66,47,62,50,47,78,62,47,75,64,64,84,77,62,59,144,47,62,111
63,79,63,62,63,62,78,61,64,63,63,78,62,78,62,63,60,60,78,66,45,62,65,61
78,47,68,63,63,61,63,63,189,62,64,63,63,63,64,62,48,60,62,46,62,65,47,61
47,64,59,63,62,78,62,64,79,47,61,62,46,64,63,63,64,79,65,47,78,48,78,63
47,78,60,47,62,61,47,62,77,62,46,63,47,61,47,47,95,171,60,43,66,63,66,65
64,94,66,65,63,65,62,62,129,49,47,47,62,63,64,63,60,63,63,64,59,62,48,91
46,63,59,60,62,78,63,63,63,60,80,47,63,78,51,49,62,65,62,68,62,44,202,109
63,64,47,78,63,60,47,62,110,63,79,62,62,94,63,48,49,91,45,59,63,60,63,91
64,47,48,65,62,63,63,48,125,47,46,63,63,62,64,62,47,59,64,59,78,63,65,60
61,62,66,62,47,65,78,44,64,62,94,63,46,62,47,47,48,80,80,47,63,48,60,62
65,79,59,63,63,60,63,78,78,66,64,62,63,65,64,64,66,217,62,48,64,62,62,63
60,75,62,62,47,62,62,62,61,60,49,63,46,66,63,49,65,47,63,61,52,46,66,61
62,62,49,94,63,61,62,78,64,62,47,78,63,59,47,50,62,61,64,62,47,63,63,66
61,47,60,79,47,60,63,64,61,47,60,78,63,80,47,50,110,439,47,63,60,62,63,110
78,63,63,61,63,63,47,62,64,59,63,47,62,61,47,51,62,62,60,62,49,78,62,62
80,66,68,63,62,62,47,60,78,62,64,47,63,62,47,62,48,62,62,47,64,141,62,82
61,62,73,64,63,64,62,50,65,47,80,47,47,61,63,63,63,95,63,47,61,62,63,59
63,66,63,64,62,61,63,49,77,66,59,47,63,63,46,50,47,159,65,49,78,63,66,47
49,63,62,59,46,62,47,65,61,47,62,47,62,62,64,63,63,77,60,61,48,62,137,170
61,63,62,63,47,60,47,60,63,63,64,47,47,78,47,50,63,62,78,62,47,63,62,66
49,63,63,50,63,63,46,75,61,62,61,63,46,62,49,64,50,48,47,63,62,63,63,59
61,63,62,63,62,62,47,78,78,64,48,62,47,63,47,47,47,47,64,62,61,66,62,62
63,49,63,61,78,60,63,64,48,61,62,63,47,78,49,62,62,59,61,49,59,59,63,47
47,68,64,63,62,61,62,61,79,47,64,62,62,77,47,64,65,80,63,60,46,61,46,63
64,109,78,59,47,66,63,60,61,63,61,47,110,61,62,60,63,64,65,63,60,61,60,62
65,60,63,65,47,60,78,65,63,123,63,62,62,62,63,47,62,60,60,64,62,63,78,78
59,63,64,60,47,218,62,92,78,63,49,63,63,66,62,47,80,60,62,108,65,109,66,78
64,63,61,65,63,49,63,76,62,79,47,46,62,65,46,47,48,187,79,48,60,63,47,62
61,62,62,60,62,63,62,49,63,60,48,63,63,61,49,47,47,64,62,48,63,59,78,62
63,63,68,62,63,49,63,47,47,49,47,62,46,61,63,63,63,186,125,66,63,111,173,78
63,62,63,62,81,47,62,60,63,63,62,63,63,141,44,78,62,63,62,60,63,77,45,141
47,47,64,65,59,90,47,94,60,65,61,62,62,62,64,93,63,79,65,49,80,66,62,63
48,61,61,79,63,63,47,62,61,59,64,47,47,79,64,63,63,78,60,65,44,77,64,67
62,30,65,59,62,125,47,63,61,63,76,62,62,60,66,47,65,61,63,60,54,44,189,154
49,73,60,64,63,47,63,46,63,60,63,47,63,63,62,63,62,47,65,62,64,62,60,78
62,79,109,61,62,63,62,61,63,47,77,62,78,111,62,62,61,393,60,66,61,59,62,77
63,66,63,64,78,69,63,85,96,61,50,63,62,45,63,65,62,60,43,59,78,65,66,62
62,81,62,63,47,58,62,65,60,60,47,47,63,49,62,63,62,60,48,50,64,57,75,65
62,47,63,61,62,92,63,126,62,59,60,63,62,65,64,47,62,63,65,61,61,70,64,60
62,48,65,78,47,64,47,107,64,62,48,62,47,62,62,154,47,78,79,46,63,64,65,93
47,62,60,62,47,61,63,77,77,47,60,63,63,66,50,62,48,63,59,63,62,62,62,63
47,79,62,64,47,141,62,63,64,70,45,47,63,59,50,77,68,62,62,62,66,64,47,62
77,62,63,48,47,61,63,96,57,45,79,47,47,63,50,65,66,94,66,63,60,64,62,78
50,65,62,47,47,66,62,76,47,78,62,78,63,64,48,60,52,64,59,62,65,63,61,78
62,67,64,78,63,94,47,82,78,80,64,63,46,61,47,65,155,65,125,62,76,47,63,63
63,63,109,65,78,65,62,77,63,77,66,62,47,63,41,60,50,60,47,63,62,49,65,64
62,62,172,60,47,62,47,94,49,62,59,47,63,59,62,78,62,62,60,68,109,46,60,61
48,62,61,63,47,128,62,66,47,63,63,62,47,61,63,66,62,109,44,60,61,59,142,125
64,63,62,65,46,47,63,59,64,67,65,63,47,63,49,59,64,80,59,59,78,62,79,78
47,64,62,60,47,60,62,77,57,60,62,62,47,62,63,62,61,80,78,65,50,63,64,219
60,66,62,62,62,94,63,60,64,68,60,63,46,63,63,65,62,110,62,64,60,62,78,78
64,62,78,63,63,64,62,79,45,87,49,62,62,67,62,61,62,95,63,61,54,63,69,60
61,62,63,47,62,61,63,60,70,65,63,63,63,50,47,77,63,61,62,62,60,77,55,143
60,65,59,63,64,65,63,78,63,63,78,62,46,59,64,66,63,62,78,65,62,61,64,66
62,63,65,62,62,47,47,63,62,185,65,63,78,63,62,63,63,125,63,46,65,62,61,168
59,109,47,64,47,109,63,49,63,48,237,62,62,91,47,75,62,60,64,47,76,79,78,61
78,60,124,61,63,65,62,63,48,69,57,63,63,62,48,64,61,80,60,44,62,45,62,65
78,63,79,65,62,63,94,126,63,86,66,62,62,50,47,61,61,109,63,63,79,49,63,122
63,79,63,60,63,64,63,175,80,203,79,78,63,67,49,62,65,63,48,79,62,62,62,93
62,65,81,63,62,47,62,61,77,62,62,63,47,59,49,79,63,64,78,45,96,47,65,78
63,47,59,78,63,61,47,45,62,76,59,47,62,63,48,63,47,62,79,64,109,64,60,62
78,78,47,64,62,62,62,71,62,67,63,47,63,62,63,78,49,47,60,68,63,79,44,65
45,62,61,61,63,123,63,61,65,58,66,47,47,60,62,62,47,78,78,55,65,61,50,61
78,47,63,62,62,62,47,63,62,63,60,62,63,59,63,48,49,91,109,64,60,62,59,47
62,62,80,63,47,63,47,64,78,62,110,47,63,62,47,63,140,62,47,61,62,63,80,97
62,63,60,62,46,62,62,60,61,65,61,47,46,62,50,62,49,63,77,63,49,62,60,63
63,94,47,79,63,64,63,78,62,60,61,63,63,110,46,64,79,62,81,64,48,78,66,81
62,78,49,77,78,91,47,64,78,62,63,125,47,78,64,61,62,49,60,61,65,78,77,78
63,63,66,62,63,48,63,61,63,64,60,47,47,65,185,47,49,78,63,47,60,62,92,64
62,63,59,50,47,63,62,65,62,47,48,46,47,63,79,62,140,94,60,47,60,63,51,61
63,63,63,63,62,49,47,60,78,81,63,47,46,63,60,78,64,66,48,49,63,109,48,65
66,62,65,47,63,109,62,63,63,60,62,62,47,62,78,63,78,76,47,60,62,48,47,61
109,93,61,47,46,63,63,63,66,62,94,62,47,69,63,62,60,62,45,63,64,47,63,77
68,47,60,65,63,46,47,61,59,63,64,47,47,67,60,62,63,47,48,64,47,63,62,62
56,75,59,60,63,60,47,63,63,62,63,47,47,57,63,64,62,67,47,61,65,65,62,49
64,63,109,76,47,63,78,63,62,64,64,63,46,63,68,61,47,62,63,62,60,60,65,63
64,64,63,49,63,79,62,66,65,62,46,47,63,78,57,78,79,48,78,49,43,82,63,62
69,578,62,61,62,109,63,76,78,62,60,47,47,64,63,64,81,79,63,47,50,47,65,65
55,48,63,62,63,63,63,61,60,63,61,63,63,61,56,61,78,64,64,45,60,81,61,77
64,64,62,62,63,111,62,61,62,63,62,47,47,60,47,64,109,63,61,48,64,61,64,78
78,79,65,66,46,63,62,60,109,61,63,63,62,63,60,65,1065,64,65,54,61,62,65,49
61,60,60,59,63,93,63,66,64,48,63,62,63,64,61,60,63,66,60,55,63,64,60,78
62,80,63,63,47,49,63,65,61,47,78,63,62,61,47,62,78,63,51,64,63,61,63,79
66,61,62,62,79,48,62,64,62,49,62,62,47,78,94,63,78,78,59,61,62,60,79,63
59,78,63,64,47,47,47,60,47,47,84,63,47,65,66,62,48,75,62,63,66,47,61,62
45,62,67,62,62,47,63,49,61,62,57,47,62,60,49,64,62,62,49,62,74,60,60,78
78,78,49,47,47,44,63,46,65,50,76,47,47,58,47,61,45,63,97,49,155,79,63,65
65,156,60,58,47,79,62,515,60,63,62,62,64,63,59,63,58,62,46,109,63,62,50,60
60,60,63,63,63,47,63,52,46,62,48,62,46,63,62,62,48,63,63,63,49,62,60,66
62,60,62,62,62,78,47,495,66,48,62,63,46,62,61,65,139,90,62,49,59,61,62,108
63,159,59,64,62,62,46,63,61,48,63,62,47,63,63,108,64,94,64,56,47,48,46,60
62,43,63,61,62,97,251,513,77,65,62,63,47,48,61,79,47,78,63,64,63,65,49,78
63,78,62,63,47,63,62,63,60,77,63,62,47,49,62,76,77,78,63,45,49,60,81,61
64,47,78,45,47,49,63,593,61,61,63,63,46,60,63,48,62,66,78,47,62,62,59,65
79,60,62,62,46,62,78,48,62,46,81,62,63,64,50,46,78,59,64,47,62,64,51,60
122,60,63,63,47,53,62,65,63,47,59,63,62,61,65,63,66,63,61,47,65,63,59,50
60,62,48,63,62,156,47,519,48,47,62,62,63,63,77,78,63,61,47,60,63,63,78,47
63,94,47,62,63,50,47,59,64,47,68,63,63,62,110,62,63,78,66,62,45,78,63,93
47,62,93,66,47,61,78,78,52,63,59,62,62,78,63,62,78,63,48,65,78,91,64,64
60,47,48,59,62,63,46,68,65,62,61,47,47,78,79,62,62,63,61,60,44,63,78,62
61,48,47,47,63,65,63,70,63,48,65,47,47,67,46,80,66,61,81,66,78,64,64,49
60,48,63,60,62,63,125,63,49,48,75,78,47,59,59,61,95,92,60,46,234,61,61,124
80,63,62,61,63,60,62,47,62,63,63,47,47,63,63,78,61,64,80,78,64,47,78,66
61,78,64,63,47,62,63,63,52,49,63,47,62,62,47,62,63,48,63,71,61,61,48,60
62,63,47,62,47,49,63,64,59,47,62,62,47,62,65,65,109,50,60,63,62,62,46,110
65,62,45,63,47,62,62,63,47,79,62,78,63,63,65,61,47,63,62,78,66,62,63,79
65,64,48,78,62,66,62,63,60,63,65,47,63,63,60,62,47,63,78,49,47,63,47,61
58,79,79,62,47,59,79,65,78,63,60,47,63,63,63,48,66,79,62,65,59,62,49,78
65,60,50,49,47,66,47,63,94,64,63,47,46,62,47,61,62,62,66,60,63,62,63,63
60,59,56,47,63,63,63,59,66,61,61,63,63,65,47,66,96,62,106,63,63,64,62,78
75,63,63,47,46,66,62,47,76,61,48,47,47,60,48,46,62,50,64,45,48,61,63,63
65,62,62,65,63,47,63,63,76,62,109,78,47,62,62,78,62,62,61,47,65,61,62,62
60,63,63,60,47,63,46,65,64,49,46,63,63,61,78,62,64,94,55,109,79,64,64,66
63,62,62,62,47,62,47,47,140,64,47,47,62,63,46,63,63,63,44,78,44,61,61,64
62,80,64,49,62,64,62,62,64,62,59,47,63,66,63,62,64,63,48,78,58,78,78,63
94,63,61,60,62,61,47,61,61,63,49,62,63,60,62,62,81,45,61,63,49,64,79,62
61,79,63,63,63,62,62,63,62,49,62,63,63,62,63,82,63,62,61,64,46,61,62,65
335,62,63,62,47,61,63,93,47,64,48,47,62,62,63,66,59,64,63,61,62,62,63,107
59,75,62,63,47,63,47,63,47,61,64,63,46,46,46,59,62,61,64,63,59,63,63,47
65,78,46,62,62,46,47,62,64,62,60,62,63,63,63,59,62,49,45,47,80,60,64,65
61,62,58,63,47,48,62,78,76,64,63,63,47,61,47,64,92,66,53,63,63,62,61,62
62,62,63,62,62,78,63,54,66,61,64,47,63,62,64,63,60,59,47,48,61,63,68,78
62,79,63,62,63,46,62,61,93,63,61,63,63,78,61,61,63,63,60,63,61,65,49,47
50,62,62,63,62,62,47,61,62,68,62,47,62,64,80,78,47,80,49,62,49,61,66,47
60,64,50,62,47,78,62,62,67,59,66,47,47,69,63,62,59,47,47,65,65,93,60,76
94,62,47,63,62,64,47,62,58,60,61,62,62,55,78,63,62,61,109,60,47,47,79,62
64,78,58,62,47,62,62,65,63,63,65,47,63,62,62,63,65,62,62,62,48,64,61,62
63,63,64,65,62,79,63,60,62,64,75,63,47,79,63,62,60,64,63,64,63,78,78,65
61,62,61,60,47,62,62,112,63,61,65,63,63,62,47,78,64,172,62,61,62,57,63,46
51,83,63,63,46,64,63,91,63,62,47,47,47,61,63,62,62,96,63,67,62,64,65,44
60,63,63,64,47,50,62,78,61,49,62,47,63,61,62,126,70,61,62,59,44,61,60,65
76,77,46,62,62,79,63,45,78,62,66,62,47,61,64,77,102,45,66,62,47,65,80,60
49,62,47,61,62,60,62,77,61,69,59,63,63,48,61,125,48,49,61,62,63,60,61,62
83,62,79,64,47,47,63,63,60,47,63,47,47,63,47,187,64,67,61,50,62,62,62,94
50,79,61,61,62,63,62,62,60,47,67,63,47,62,62,62,58,59,62,47,63,64,62,48
65,111,60,61,62,78,47,48,49,54,47,62,47,48,63,46,47,62,49,64,74,61,49,62
59,80,78,66,62,62,62,78,67,47,64,63,47,63,62,61,59,60,76,61,63,63,61,63
59,61,63,60,62,62,94,80,47,44,109,62,62,76,107,65,79,80,62,62,61,61,62,45
48,78,65,62,47,49,46,63,62,45,62,63,46,64,65,60,47,62,64,65,62,47,66,78
63,63,60,62,47,65,47,64,62,63,78,62,63,66,62,62,66,97,45,46,65,62,61,48
63,64,44,64,62,62,46,79,94,50,65,63,62,59,47,62,60,47,48,63,66,48,78,49
63,67,64,61,47,62,63,61,60,48,66,62,63,61,62,79,62,64,61,50,91,56,63,59
62,62,78,63,63,63,46,80,46,63,59,63,47,62,47,80,62,47,79,59,59,64,47,63
63,47,62,66,47,62,47,81,78,63,79,62,62,54,62,62,80,65,62,46,65,61,60,62
74,63,63,59,63,63,62,77,63,43,61,63,63,65,62,64,78,59,61,63,65,62,62,63
66,62,49,79,47,65,63,64,63,47,63,47,47,60,62,61,92,94,63,63,60,62,47,78
