name,time,duration,host,host_field,invocation
matrix_multiplication,1500113007173000000,78,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,15cdcdfa-7e31-44cd-864e-ec0963a03639
matrix_multiplication,1500113007251000000,78,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,7b4e7716-9810-46fc-967e-35f61cd8617f
matrix_multiplication,1500113007438000000,94,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,eb1ac368-1deb-474f-9bed-9d6318d1d23d
matrix_multiplication,1500113007548000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,a3e99acd-9513-4271-8f55-8b2962a046bd
matrix_multiplication,1500113007641000000,125,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,f61a1ffa-e90c-4aca-9b48-ccb0f87f13d7
matrix_multiplication,1500113007782000000,94,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,cdf47ff6-3a3a-4abc-bc80-b383f25aea83
matrix_multiplication,1500113007891000000,78,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,a4aeff9a-f3d6-4173-b279-bdca68aa3e52
matrix_multiplication,1500113007985000000,94,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,770887fb-fd29-4d63-91bd-267c9db1cbdb
matrix_multiplication,1500113008079000000,94,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,aad35b61-ea8e-449f-be78-4a6319c2e1a0
matrix_multiplication,1500113008173000000,93,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,abed7be8-5d5f-4085-8bea-0907196cccfa
matrix_multiplication,1500113008266000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,e1969d06-2e12-4a3b-9c15-bf526c7d5966
matrix_multiplication,1500113008329000000,78,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,c7cfce2e-ced8-40e4-87fb-bce400d66b5c
matrix_multiplication,1500113008469000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,07c3e9b9-3b3b-4082-ab94-9c181ad8af0f
matrix_multiplication,1500113008532000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,bede1c5b-22b9-4499-8527-a51cace54f1e
matrix_multiplication,1500113008610000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,40787bf6-a441-4193-a355-2a8ab8ce53c4
matrix_multiplication,1500113008657000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,cffbd626-92b4-45e5-aafb-9fb6e8dde5a3
matrix_multiplication,1500113008719000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,07691ebf-0adb-45cc-8aa6-f10966aaa86a
matrix_multiplication,1500113008798000000,46,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,94731dff-6ef2-4123-aa85-d8fa473b6e16
matrix_multiplication,1500113008860000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,65a2f37e-2b23-4767-8119-b17876acebae
matrix_multiplication,1500113008938000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,904d3cbd-e52f-4089-86c3-f085bf39af9c
matrix_multiplication,1500113008985000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,2d197c77-e378-4f12-bc91-f796a7b687a5
matrix_multiplication,1500113009048000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,83532412-be62-4ce2-9a26-86851325456c
matrix_multiplication,1500113009126000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,94f68964-7e51-40f8-8983-a6d9aa95bf41
matrix_multiplication,1500113009188000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,e0f0ea3b-a6bf-4769-8ed6-c2c7616464ec
matrix_multiplication,1500113009235000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,991aa926-67cc-440b-8e4d-90a19aa1bd5e
matrix_multiplication,1500113009297000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,12b9d31e-b750-4460-936e-1bc7a666e84a
matrix_multiplication,1500113009360000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,4a6207d3-2856-4779-9ba6-82d500a206a9
matrix_multiplication,1500113009407000000,78,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,116e06fe-3ab0-43e1-b39b-0c5142ec2539
matrix_multiplication,1500113009485000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,7f83eaf8-355e-4f81-b619-ff0f93811989
matrix_multiplication,1500113009548000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,6ec87f9e-b460-4edc-8c7c-f629ea9a7408
matrix_multiplication,1500113009610000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,eeb9bec7-2188-4c30-8c2f-4431483a063e
matrix_multiplication,1500113009673000000,78,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,b5753fec-117f-47dd-a329-d73d9648c132
matrix_multiplication,1500113009766000000,78,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,2e92ce63-650b-4145-9df5-216e6683dbfe
matrix_multiplication,1500113009844000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,b664c368-a876-4449-b000-d331bd146062
matrix_multiplication,1500113009907000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,bb6cf49c-fb89-4bd2-b20b-312a585ecc2e
matrix_multiplication,1500113009969000000,110,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,7a213cd6-f96e-42c5-8f28-aafef7c1f3e2
matrix_multiplication,1500113010079000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,ded07977-77a8-4b4a-a422-30ccc039367d
matrix_multiplication,1500113010173000000,46,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,1a92166e-411b-4ead-8737-a5ce47e0d29f
matrix_multiplication,1500113010219000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,d588ea01-378f-49e3-b1e5-7f4f5526126d
matrix_multiplication,1500113010297000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,a6f20a1a-3c33-440e-8954-d272055bc26e
matrix_multiplication,1500113010360000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,40c52157-3ee2-4bb9-89d9-674d7d3e822e
matrix_multiplication,1500113010423000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,4b965c15-6756-4f3d-a26f-ca2babb903ee
matrix_multiplication,1500113010516000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,69f10aa3-1501-4937-807e-02f07591ac58
matrix_multiplication,1500113010579000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,d2f0f0e2-f357-4693-a963-93e3db202b63
matrix_multiplication,1500113010704000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,bfd151e5-0100-4781-82b7-7be103e0852c
matrix_multiplication,1500113010766000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,4254ec35-c54c-4b2f-9806-6284f6c3abb8
matrix_multiplication,1500113010891000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,3f5b82f9-ed58-4e59-9360-fa3311c9376b
matrix_multiplication,1500113010954000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,512a0164-e802-4589-9551-0c9adf5b80a6
matrix_multiplication,1500113011016000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,6be75341-8ae8-4aa4-a8da-7c244d33175c
matrix_multiplication,1500113011126000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,82333b02-98e1-49f4-8a3d-92ff4db0d14e
matrix_multiplication,1500113011204000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,124a6159-054d-47ee-ba0f-c63f0a6ac080
matrix_multiplication,1500113011313000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,edd5c0a6-25ed-48d3-a039-d0d6d4b9e50e
matrix_multiplication,1500113011376000000,46,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,67dc28f7-6f1b-4160-8836-2a10de57d84d
matrix_multiplication,1500113011485000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,d075f31e-ad9f-4af4-b70a-e065987f836f
matrix_multiplication,1500113011548000000,78,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,ab20ef88-f291-4b50-bdad-39053c8a00a2
matrix_multiplication,1500113011641000000,78,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,e02679d0-2f7f-4933-88fc-e25e95da0ec1
matrix_multiplication,1500113011782000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,30d7cabb-4e59-4032-a515-6ee30b630adf
matrix_multiplication,1500113011860000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,c1d1d5f7-f12f-45c1-b5c8-4be70ed16f98
matrix_multiplication,1500113011954000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,4975a9b2-f655-48ae-8971-6d1a28b13632
matrix_multiplication,1500113012094000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,169a16cd-fcdf-40dc-818c-a6c59af5d729
matrix_multiplication,1500113012157000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,01e5bded-1cb3-4c82-9008-c1850a385f67
matrix_multiplication,1500113012219000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,61c39642-61f8-47e8-bedf-9b9f0495f9ad
matrix_multiplication,1500113012344000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,94fbea18-0f59-41b1-8976-53536257ad9b
matrix_multiplication,1500113012407000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,47bdd285-cfe8-46b2-9ae4-60f85eb39f82
matrix_multiplication,1500113012485000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,89db65c8-693e-4cfd-b2e3-7ba1eaa3d45f
matrix_multiplication,1500113012594000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,0813b586-948e-4cea-bc71-e75ce1dc2f73
matrix_multiplication,1500113012735000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,f0974859-c002-4481-97b4-11af55d914da
matrix_multiplication,1500113012798000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,92419193-96a4-49f8-9a04-a8254db1361e
matrix_multiplication,1500113012876000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,2571043c-9548-4cab-9a47-43114c175158
matrix_multiplication,1500113012985000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,f7609520-15be-4c5b-b861-f9ffc7afbfa2
matrix_multiplication,1500113013048000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,9c2bf2f0-dcd3-4c29-8933-431f15ea3b82
matrix_multiplication,1500113013157000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,40d28f1b-fe7d-4fdd-9a72-1edb3178c36d
matrix_multiplication,1500113013204000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,b728eb2f-ed5f-4018-a5f5-5d24bde37a62
matrix_multiplication,1500113013282000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,8cfe62fd-4188-409c-8d3f-a1701c803005
matrix_multiplication,1500113013407000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,c5dc8006-f529-4fee-b3f3-abdcd96f8d83
matrix_multiplication,1500113013673000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,f301d2a7-615e-4e0a-b227-4b554fa29a95
matrix_multiplication,1500113013751000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,1189b4ed-a3a9-408e-85f7-156ab5d8d7f2
matrix_multiplication,1500113013813000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,6009079b-9524-490e-8221-ed5c77c4b529
matrix_multiplication,1500113013891000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,102d6213-5ff1-4b1d-9ccc-383537b638ff
matrix_multiplication,1500113013938000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,987ac037-e25d-438c-a9a4-fa1eeaea3f5d
matrix_multiplication,1500113014016000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,18a1b898-f996-48ce-a948-3450cf9371cb
matrix_multiplication,1500113014079000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,600663f6-f385-4da5-925d-1deb66170fca
matrix_multiplication,1500113014141000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,06129289-6917-47f5-a9c2-19d901339ea5
matrix_multiplication,1500113014219000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,c854f440-dfa1-4e4c-a265-1997193125ca
matrix_multiplication,1500113014266000000,79,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,19300248-803b-4d05-8eb3-9006c5526c6b
matrix_multiplication,1500113014345000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,83ff631b-6a5e-4008-b5ed-4032325a6ecd
matrix_multiplication,1500113014438000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,f41fedbc-3bcd-4cb3-b296-174ab976c8f7
matrix_multiplication,1500113014501000000,46,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,26766ddd-4c0f-470b-bf89-de5e0b405741
matrix_multiplication,1500113014579000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,26e4bac2-b562-425a-95ac-32d8303e0ebf
matrix_multiplication,1500113014704000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,9af6c730-2bd4-4fbb-8db6-dc27e417f25c
matrix_multiplication,1500113014766000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,2d08ae9e-3776-4e03-ad7a-f28fd4e03976
matrix_multiplication,1500113014891000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,c8f9e8af-368f-407d-9ddb-fd51d2f42bde
matrix_multiplication,1500113014969000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,e8fd131f-8780-46e7-a976-e62a14e2ad43
matrix_multiplication,1500113015079000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,f8bd34f5-d436-4631-8b0a-73375768dd24
matrix_multiplication,1500113015157000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,3afeaecf-e3f5-4aba-8077-17017285f654
matrix_multiplication,1500113015219000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,bc42ba3e-0d77-4ff3-9bde-4317009da0e2
matrix_multiplication,1500113015344000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,737a6359-3be7-43ec-8fef-de15ec8a55f7
matrix_multiplication,1500113015407000000,78,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,30b3e870-ffaa-4fe1-bbd6-53a0c0be3f52
matrix_multiplication,1500113015516000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,5e2b2bfe-341a-4878-abf1-6b98d2c1d49c
matrix_multiplication,1500113015594000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,c85e536b-9b9c-45fd-9730-9ca95cdab58f
matrix_multiplication,1500113015704000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,68b9ef06-c3e3-4255-b135-ec8fc88b848b
matrix_multiplication,1500113015782000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,91d98d7f-9bfc-4b2f-adfa-3e06862ba317
matrix_multiplication,1500113015844000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,1596aada-af4e-4c30-bc7c-4dff2bf4f405
matrix_multiplication,1500113015969000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,29e47545-f274-446c-b803-2a69a865d07e
matrix_multiplication,1500113016032000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,fb5cbe03-714e-4054-a589-592475215ebb
matrix_multiplication,1500113016110000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,a3edf285-69cf-4208-acc8-c19449e1cbee
matrix_multiplication,1500113016188000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,4aab2d27-58da-44f0-8062-5ee4cb8f5283
matrix_multiplication,1500113016251000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,328cbbaf-c192-4e85-8e94-78c4becda4b2
matrix_multiplication,1500113016329000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,2006b66e-8fca-4c4a-b163-921509b348c2
matrix_multiplication,1500113016423000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,1292b7d3-cda4-4da2-ba05-bb3bd844502b
matrix_multiplication,1500113016501000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,8f6e9266-7ca1-4639-a6a8-578c5451feac
matrix_multiplication,1500113016563000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,1a377f8f-d515-45d8-8c21-c9af8f3a27e8
matrix_multiplication,1500113016782000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,0594a9c9-6459-4f86-81d7-6baf29fcf23a
matrix_multiplication,1500113016844000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,ea490391-1d19-4db1-9f23-3a0c58b01324
matrix_multiplication,1500113016907000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,b489612e-3280-44a9-b0df-e209303e51fa
matrix_multiplication,1500113016969000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,751f2ee7-1074-40d7-8295-ffa158e21a4e
matrix_multiplication,1500113017048000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,c2cdbd56-97e5-4731-879b-a4b05f72afd1
matrix_multiplication,1500113017110000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,43776137-08d5-4338-8116-4f0a03bb08c4
matrix_multiplication,1500113017188000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,8b1f3277-bcc9-4c5c-84ec-267c84186580
matrix_multiplication,1500113017266000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,6cbce471-4379-4b39-938b-85cd6e4e212a
matrix_multiplication,1500113017344000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,3171b22b-529a-4187-bac7-3c175fd7d4b2
matrix_multiplication,1500113017469000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,63baf1ce-6dd3-45a1-925a-c0053a79ac37
matrix_multiplication,1500113017532000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,dbd78f13-a589-4ffc-a42e-44e7a31fbaab
matrix_multiplication,1500113017594000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,f8391619-9af3-4edd-8756-f782ee1a0687
matrix_multiplication,1500113017719000000,47,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,d27d857c-da71-4c40-aeee-433a98247da8
matrix_multiplication,1500113017782000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,ef68f9e8-c17c-4347-97c0-9790d5f506a9
matrix_multiplication,1500113017860000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,877e8848-6c77-4d14-9688-adfa7410509b
matrix_multiplication,1500113017923000000,62,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,46d73684-4e4f-400a-b0f5-c795d0ff7ee7
matrix_multiplication,1500113017985000000,63,5968d0e44d4307100edd7bbcf606758ebd86517736ecfce5520a08d30d895c1f,,ce5e98eb-3fa4-4c75-910a-44fc48d6fcb6
