
2017-08-07T17:39:03.421Z,419.77
2017-08-07T17:39:13.362Z,54.16
2017-08-07T17:39:14.496Z,0.40
2017-08-07T17:39:15.490Z,0.40
2017-08-07T17:39:16.254Z,0.37
2017-08-07T17:39:16.980Z,0.38
2017-08-07T17:39:17.676Z,0.40
2017-08-07T17:39:18.321Z,0.42
2017-08-07T17:39:30.281Z,1.16
2017-08-07T17:39:49.572Z,0.72
2017-08-07T17:39:56.501Z,0.40
2017-08-07T17:39:58.115Z,0.40
2017-08-07T17:40:00.507Z,0.39
2017-08-07T17:40:01.368Z,0.42
2017-08-07T17:40:02.161Z,0.39
2017-08-07T17:40:02.921Z,5.17
2017-08-07T17:40:05.254Z,0.48
2017-08-07T17:40:06.051Z,0.41
2017-08-07T17:58:47.161Z,992.70
2017-08-07T17:58:52.381Z,231.42
2017-08-07T17:58:53.681Z,38.91
2017-08-07T17:58:54.781Z,47.18
2017-08-07T17:58:55.623Z,63.17
2017-08-07T17:58:56.701Z,43.50
2017-08-07T17:58:57.561Z,63.18
2017-08-07T17:58:58.441Z,57.94
2017-08-07T17:58:59.242Z,58.98
2017-08-07T17:59:00.141Z,51.61
2017-08-07T17:59:00.901Z,42.20
2017-08-07T17:59:01.601Z,60.58
2017-08-07T17:59:02.282Z,75.48
2017-08-07T17:59:03.022Z,64.37
2017-08-07T17:59:03.822Z,61.39
2017-08-07T17:59:04.641Z,84.09
2017-08-07T17:59:14.641Z,52.52
2017-08-07T18:13:59.907Z,737.39
2017-08-07T18:14:00.008Z,890.34
2017-08-07T18:14:00.088Z,74.87
2017-08-07T18:14:00.312Z,789.09
2017-08-07T18:14:00.430Z,101.14
2017-08-07T18:14:00.516Z,4.10
2017-08-07T18:14:00.597Z,35.34
2017-08-07T18:14:00.648Z,2.73
2017-08-07T18:14:00.668Z,736.58
2017-08-07T18:14:00.752Z,724.01
2017-08-07T18:14:00.832Z,45.78
2017-08-07T18:14:00.885Z,722.02
2017-08-07T18:14:00.976Z,54.44
2017-08-07T18:14:01.004Z,2.71
2017-08-07T18:14:01.068Z,2.71
2017-08-07T18:14:01.108Z,713.59
2017-08-07T18:14:01.164Z,676.97
2017-08-07T18:14:01.191Z,692.46
2017-08-07T18:14:01.204Z,15.45
2017-08-07T18:14:01.284Z,2.79
2017-08-07T18:14:01.304Z,711.61
2017-08-07T18:14:01.531Z,812.28
2017-08-07T18:14:01.535Z,755.90
2017-08-07T18:14:01.615Z,764.45
2017-08-07T18:14:01.694Z,84.28
2017-08-07T18:14:01.707Z,1297.96
2017-08-07T18:14:01.807Z,71.09
2017-08-07T18:14:02.227Z,738.73
2017-08-07T18:14:02.308Z,43.90
2017-08-07T18:14:02.353Z,818.04
2017-08-07T18:14:02.370Z,3.18
2017-08-07T18:14:02.429Z,741.03
2017-08-07T18:14:02.529Z,752.00
2017-08-07T18:14:02.550Z,798.34
2017-08-07T18:14:02.571Z,757.47
2017-08-07T18:14:02.732Z,121.14
2017-08-07T18:14:02.969Z,811.94
2017-08-07T18:14:02.972Z,752.48
2017-08-07T18:14:02.989Z,14.50
2017-08-07T18:14:03.415Z,806.22
2017-08-07T18:14:03.417Z,93.51
2017-08-07T18:14:03.431Z,34.46
2017-08-07T18:14:03.476Z,5.90
2017-08-07T18:14:03.484Z,2059.70
2017-08-07T18:14:03.509Z,125.77
2017-08-07T18:14:03.542Z,3.48
2017-08-07T18:14:03.770Z,754.68
2017-08-07T18:14:03.852Z,752.11
2017-08-07T18:14:03.891Z,734.23
2017-08-07T18:14:05.272Z,3.70
2017-08-07T18:14:05.390Z,6.92
2017-08-07T18:14:06.695Z,2.95
2017-08-07T18:14:06.710Z,10.83
2017-08-07T18:14:06.829Z,2.77
2017-08-07T18:14:06.973Z,3.00
2017-08-07T18:14:07.089Z,2.98
2017-08-07T18:14:07.249Z,2.84
2017-08-07T18:14:07.329Z,2.80
2017-08-07T18:14:07.429Z,2.99
2017-08-07T18:14:07.565Z,3.02
2017-08-07T18:14:07.629Z,2.73
2017-08-07T18:14:07.689Z,2.79
2017-08-07T18:14:07.809Z,2.82
2017-08-07T18:14:08.249Z,202.21
2017-08-07T18:14:08.409Z,6.53
2017-08-07T18:14:08.569Z,11.29
2017-08-07T18:14:08.589Z,5.54
2017-08-07T18:14:08.709Z,5.27
2017-08-07T18:14:08.882Z,3.10
2017-08-07T18:14:09.029Z,3.01
2017-08-07T18:14:09.049Z,2.97
2017-08-07T18:14:11.527Z,2.94
2017-08-07T18:14:11.649Z,3.40
2017-08-07T18:14:11.749Z,91.52
2017-08-07T18:14:11.770Z,7.11
2017-08-07T18:14:11.840Z,2.92
2017-08-07T18:14:11.954Z,2.87
2017-08-07T18:14:12.069Z,2.83
2017-08-07T18:14:12.149Z,2.83
2017-08-07T18:14:12.263Z,2.77
2017-08-07T18:14:12.404Z,2.72
2017-08-07T18:14:12.469Z,2.82
2017-08-07T18:14:12.629Z,2.83
2017-08-07T18:14:12.644Z,2.67
2017-08-07T18:14:14.989Z,3.85
2017-08-07T18:14:23.369Z,2.89
2017-08-07T18:14:23.563Z,3.29
2017-08-07T18:14:23.769Z,2.85
2017-08-07T18:14:23.829Z,2.60
2017-08-07T18:14:23.926Z,2.89
2017-08-07T18:14:24.069Z,2.84
2017-08-07T18:14:24.089Z,2.60
2017-08-07T18:14:24.229Z,2.89
2017-08-07T18:14:24.349Z,2.78
2017-08-07T18:14:24.409Z,2.76
2017-08-07T18:14:24.509Z,2.76
2017-08-07T18:14:24.629Z,2.88
2017-08-07T18:14:24.777Z,2.83
2017-08-07T18:14:24.865Z,2.83
2017-08-07T18:14:25.049Z,2.88
2017-08-07T18:14:25.052Z,15.72
2017-08-07T18:14:25.109Z,3.44
2017-08-07T18:14:25.208Z,2.67
2017-08-07T18:14:25.331Z,22.64
2017-08-07T18:14:25.439Z,2.83
2017-08-07T18:14:25.529Z,2.80
2017-08-07T18:14:25.709Z,2.93
2017-08-07T18:14:25.729Z,2.63
2017-08-07T18:14:25.803Z,2.69
2017-08-07T18:14:25.929Z,2.86
2017-08-07T18:14:26.069Z,2.85
2017-08-07T18:14:26.158Z,2.82
2017-08-07T18:14:26.229Z,2.72
2017-08-07T18:14:26.290Z,7.21
2017-08-07T18:14:26.439Z,2.80
2017-08-07T18:14:26.489Z,2.67
2017-08-07T18:14:26.629Z,2.88
2017-08-07T18:14:26.729Z,2.73
2017-08-07T18:14:26.849Z,2.81
2017-08-07T18:14:26.909Z,2.83
2017-08-07T18:14:27.132Z,2.90
2017-08-07T18:14:27.249Z,2.75
2017-08-07T18:14:27.306Z,2.63
2017-08-07T18:14:27.409Z,2.93
2017-08-07T18:14:27.609Z,2.97
2017-08-07T18:14:27.676Z,2.60
2017-08-07T18:14:27.869Z,2.91
2017-08-07T18:14:27.889Z,16.14
2017-08-07T18:14:27.949Z,3.65
2017-08-07T18:14:27.976Z,2.60
2017-08-07T18:14:28.107Z,2.67
2017-08-07T18:14:28.570Z,2.97
2017-08-07T18:14:28.609Z,13.06
2017-08-07T18:14:28.769Z,2.95
2017-08-07T18:14:28.849Z,3.00
2017-08-07T18:14:28.889Z,2.90
2017-08-07T18:14:29.796Z,2.89
2017-08-07T18:14:31.209Z,2.87
2017-08-07T18:14:32.849Z,3.11
2017-08-07T18:14:32.969Z,2.94
2017-08-07T18:14:33.185Z,2.85
2017-08-07T18:14:33.194Z,2.61
2017-08-07T18:14:33.240Z,2.59
2017-08-07T18:14:33.332Z,2.87
2017-08-07T18:14:33.489Z,2.87
2017-08-07T18:14:33.569Z,2.89
2017-08-07T18:14:33.572Z,2.69
2017-08-07T18:14:33.650Z,2.67
2017-08-07T18:14:33.749Z,2.70
2017-08-07T18:14:33.796Z,2.64
2017-08-07T18:14:33.962Z,2.95
2017-08-07T18:14:34.089Z,2.93
2017-08-07T18:14:34.153Z,2.76
2017-08-07T18:14:34.249Z,2.85
2017-08-07T18:14:34.324Z,2.74
2017-08-07T18:14:34.489Z,2.80
2017-08-07T18:14:34.569Z,3.66
2017-08-07T18:14:34.649Z,2.72
2017-08-07T18:14:34.749Z,2.94
2017-08-07T18:14:34.908Z,2.89
2017-08-07T18:14:35.029Z,2.88
2017-08-07T18:14:35.189Z,2.95
2017-08-07T18:14:35.203Z,2.64
2017-08-07T18:14:36.329Z,3.09
2017-08-07T18:14:36.422Z,2.76
2017-08-07T18:14:36.569Z,2.84
2017-08-07T18:14:36.616Z,2.80
2017-08-07T18:14:36.689Z,2.85
2017-08-07T18:14:36.769Z,2.73
2017-08-07T18:14:36.849Z,2.88
2017-08-07T18:14:36.952Z,2.83
2017-08-07T18:14:37.049Z,2.77
2017-08-07T18:14:37.154Z,2.85
2017-08-07T18:14:37.269Z,2.74
2017-08-07T18:14:37.379Z,2.70
2017-08-07T18:14:37.476Z,2.93
2017-08-07T18:14:37.629Z,2.95
2017-08-07T18:14:37.729Z,2.71
2017-08-07T18:14:37.829Z,2.77
2017-08-07T18:14:37.925Z,2.89
2017-08-07T18:14:38.009Z,2.86
2017-08-07T18:14:38.076Z,2.78
2017-08-07T18:14:38.269Z,2.81
2017-08-07T18:14:38.371Z,2.77
2017-08-07T18:14:38.470Z,7.67
2017-08-07T18:14:38.889Z,2.98
2017-08-07T18:14:38.912Z,2.91
2017-08-07T18:14:38.969Z,2.66
2017-08-07T18:14:39.060Z,2.88
2017-08-07T18:14:39.149Z,2.79
2017-08-07T18:14:39.248Z,2.69
2017-08-07T18:14:39.290Z,18.85
2017-08-07T18:14:39.449Z,2.80
2017-08-07T18:14:39.609Z,2.84
2017-08-07T18:14:39.709Z,2.73
2017-08-07T18:14:39.751Z,2.67
2017-08-07T18:14:39.874Z,2.91
2017-08-07T18:14:39.989Z,2.89
2017-08-07T18:14:40.089Z,2.78
2017-08-07T18:14:40.149Z,2.70
2017-08-07T18:14:40.154Z,2.61
2017-08-07T18:14:40.309Z,2.85
2017-08-07T18:14:40.345Z,2.79
2017-08-07T18:14:40.429Z,2.92
2017-08-07T18:14:40.509Z,2.91
2017-08-07T18:14:40.610Z,2.94
2017-08-07T18:14:40.769Z,2.94
2017-08-07T18:14:40.869Z,2.89
2017-08-07T18:14:40.949Z,2.81
2017-08-07T18:14:41.069Z,2.87
2017-08-07T18:14:41.072Z,8.06
2017-08-07T18:14:41.170Z,3.74
2017-08-07T18:14:41.389Z,2.88
2017-08-07T18:14:41.489Z,2.88
2017-08-07T18:14:41.569Z,2.81
2017-08-07T18:14:41.635Z,2.91
2017-08-07T18:14:41.769Z,2.89
2017-08-07T18:14:41.869Z,2.73
2017-08-07T18:14:41.961Z,2.91
2017-08-07T18:14:42.049Z,2.95
2017-08-07T18:14:42.189Z,2.92
2017-08-07T18:14:42.329Z,2.92
2017-08-07T18:14:42.383Z,2.70
2017-08-07T18:14:42.409Z,2.59
2017-08-07T18:14:42.489Z,2.62
2017-08-07T18:14:42.609Z,2.95
2017-08-07T18:14:42.749Z,3.03
2017-08-07T18:14:42.912Z,2.95
2017-08-07T18:14:43.064Z,2.90
2017-08-07T18:14:43.169Z,18.81
2017-08-07T18:14:43.223Z,2.74
2017-08-07T18:14:43.269Z,2.69
2017-08-07T18:14:43.469Z,2.92
2017-08-07T18:14:43.529Z,2.93
2017-08-07T18:14:43.625Z,3.16
2017-08-07T18:14:43.769Z,2.91
2017-08-07T18:14:43.932Z,2.88
2017-08-07T18:14:43.953Z,2.67
2017-08-07T18:14:44.066Z,2.80
2017-08-07T18:14:44.169Z,13.24
2017-08-07T18:14:44.240Z,2.88
2017-08-07T18:14:44.349Z,2.86
2017-08-07T18:14:44.413Z,2.76
2017-08-07T18:14:44.489Z,2.79
2017-08-07T18:14:44.669Z,3.10
2017-08-07T18:14:44.749Z,2.81
2017-08-07T18:14:44.829Z,2.92
2017-08-07T18:14:44.987Z,3.09
2017-08-07T18:14:45.109Z,22.24
2017-08-07T18:14:45.129Z,5.31
2017-08-07T18:14:53.989Z,11.24
2017-08-07T18:14:54.131Z,2.89
2017-08-07T18:14:54.169Z,157.06
2017-08-07T18:14:54.271Z,2.95
2017-08-07T18:14:54.337Z,2.75
2017-08-07T18:14:54.501Z,2.92
2017-08-07T18:14:54.518Z,2.69
2017-08-07T18:14:54.629Z,2.95
2017-08-07T18:14:54.789Z,3.04
2017-08-07T18:14:54.929Z,3.38
2017-08-07T18:14:54.949Z,2.98
2017-08-07T18:14:54.988Z,2.72
2017-08-07T18:14:55.005Z,2.67
2017-08-07T18:14:55.137Z,2.92
2017-08-07T18:14:55.349Z,2.99
2017-08-07T18:14:55.412Z,2.91
2017-08-07T18:14:55.509Z,2.92
2017-08-07T18:14:55.690Z,18.94
2017-08-07T18:14:55.769Z,3.25
2017-08-07T18:14:55.789Z,234.83
2017-08-07T18:14:55.969Z,33.34
2017-08-07T18:14:55.989Z,29.18
2017-08-07T18:14:56.049Z,2.74
2017-08-07T18:14:56.309Z,2.97
2017-08-07T18:14:56.389Z,2.73
2017-08-07T18:14:56.469Z,2.78
2017-08-07T18:14:56.549Z,2.78
2017-08-07T18:14:56.629Z,2.77
2017-08-07T18:14:56.729Z,28.26
2017-08-07T18:14:56.869Z,3.61
2017-08-07T18:14:57.029Z,17.76
2017-08-07T18:14:57.049Z,2.78
2017-08-07T18:14:57.086Z,2.86
2017-08-07T18:14:57.332Z,2.93
2017-08-07T18:14:57.389Z,2.93
2017-08-07T18:14:57.448Z,2.89
2017-08-07T18:14:57.489Z,2.75
2017-08-07T18:14:57.629Z,2.93
2017-08-07T18:14:57.693Z,2.91
2017-08-07T18:14:57.769Z,2.95
2017-08-07T18:14:57.905Z,5.29
