name,time,count
matrix_multiplication_aws,2017-08-05T11:06:38Z,1
matrix_multiplication_aws,2017-08-05T11:06:39Z,3
matrix_multiplication_aws,2017-08-05T11:06:40Z,3
matrix_multiplication_aws,2017-08-05T11:06:41Z,2
matrix_multiplication_aws,2017-08-05T11:06:42Z,3
matrix_multiplication_aws,2017-08-05T11:06:43Z,2
matrix_multiplication_aws,2017-08-05T11:06:44Z,2
matrix_multiplication_aws,2017-08-05T11:06:45Z,2
matrix_multiplication_aws,2017-08-05T11:06:46Z,2
matrix_multiplication_aws,2017-08-05T11:06:47Z,2
matrix_multiplication_aws,2017-08-05T11:06:48Z,3
matrix_multiplication_aws,2017-08-05T11:06:49Z,2
matrix_multiplication_aws,2017-08-05T11:06:50Z,3
matrix_multiplication_aws,2017-08-05T11:06:51Z,3
matrix_multiplication_aws,2017-08-05T11:06:52Z,3
matrix_multiplication_aws,2017-08-05T11:06:53Z,3
matrix_multiplication_aws,2017-08-05T11:06:54Z,2
matrix_multiplication_aws,2017-08-05T11:06:55Z,2
matrix_multiplication_aws,2017-08-05T11:06:56Z,3
matrix_multiplication_aws,2017-08-05T11:06:57Z,2
matrix_multiplication_aws,2017-08-05T11:06:58Z,3
matrix_multiplication_aws,2017-08-05T11:06:59Z,3
matrix_multiplication_aws,2017-08-05T11:07:00Z,3
matrix_multiplication_aws,2017-08-05T11:07:01Z,3
matrix_multiplication_aws,2017-08-05T11:07:02Z,2
matrix_multiplication_aws,2017-08-05T11:07:03Z,4
matrix_multiplication_aws,2017-08-05T11:07:04Z,3
matrix_multiplication_aws,2017-08-05T11:07:05Z,3
matrix_multiplication_aws,2017-08-05T11:07:06Z,2
matrix_multiplication_aws,2017-08-05T11:07:07Z,2
matrix_multiplication_aws,2017-08-05T11:07:08Z,3
matrix_multiplication_aws,2017-08-05T11:07:09Z,3
matrix_multiplication_aws,2017-08-05T11:07:10Z,2
matrix_multiplication_aws,2017-08-05T11:07:11Z,4
matrix_multiplication_aws,2017-08-05T11:07:12Z,4
matrix_multiplication_aws,2017-08-05T11:07:13Z,3
matrix_multiplication_aws,2017-08-05T11:07:14Z,4
matrix_multiplication_aws,2017-08-05T11:07:15Z,4
matrix_multiplication_aws,2017-08-05T11:07:16Z,3
matrix_multiplication_aws,2017-08-05T11:07:17Z,3
matrix_multiplication_aws,2017-08-05T11:07:18Z,4
matrix_multiplication_aws,2017-08-05T11:07:19Z,4
matrix_multiplication_aws,2017-08-05T11:07:20Z,3
matrix_multiplication_aws,2017-08-05T11:07:21Z,3
matrix_multiplication_aws,2017-08-05T11:07:22Z,3
matrix_multiplication_aws,2017-08-05T11:07:23Z,4
matrix_multiplication_aws,2017-08-05T11:07:24Z,3
matrix_multiplication_aws,2017-08-05T11:07:25Z,3
matrix_multiplication_aws,2017-08-05T11:07:26Z,4
matrix_multiplication_aws,2017-08-05T11:07:27Z,3
matrix_multiplication_aws,2017-08-05T11:07:28Z,3
matrix_multiplication_aws,2017-08-05T11:07:29Z,4
matrix_multiplication_aws,2017-08-05T11:07:30Z,4
matrix_multiplication_aws,2017-08-05T11:07:31Z,4
matrix_multiplication_aws,2017-08-05T11:07:32Z,3
matrix_multiplication_aws,2017-08-05T11:07:33Z,3
matrix_multiplication_aws,2017-08-05T11:07:34Z,3
matrix_multiplication_aws,2017-08-05T11:07:35Z,4
matrix_multiplication_aws,2017-08-05T11:07:36Z,4
matrix_multiplication_aws,2017-08-05T11:07:37Z,5
matrix_multiplication_aws,2017-08-05T11:07:38Z,4
matrix_multiplication_aws,2017-08-05T11:07:39Z,4
matrix_multiplication_aws,2017-08-05T11:07:40Z,4
matrix_multiplication_aws,2017-08-05T11:07:41Z,4
matrix_multiplication_aws,2017-08-05T11:07:42Z,5
matrix_multiplication_aws,2017-08-05T11:07:43Z,3
matrix_multiplication_aws,2017-08-05T11:07:44Z,6
matrix_multiplication_aws,2017-08-05T11:07:45Z,5
matrix_multiplication_aws,2017-08-05T11:07:46Z,4
matrix_multiplication_aws,2017-08-05T11:07:47Z,5
matrix_multiplication_aws,2017-08-05T11:07:48Z,5
matrix_multiplication_aws,2017-08-05T11:07:49Z,4
matrix_multiplication_aws,2017-08-05T11:07:50Z,4
matrix_multiplication_aws,2017-08-05T11:07:51Z,4
matrix_multiplication_aws,2017-08-05T11:07:52Z,4
matrix_multiplication_aws,2017-08-05T11:07:53Z,5
matrix_multiplication_aws,2017-08-05T11:07:54Z,5
matrix_multiplication_aws,2017-08-05T11:07:55Z,3
matrix_multiplication_aws,2017-08-05T11:07:56Z,4
matrix_multiplication_aws,2017-08-05T11:07:57Z,4
matrix_multiplication_aws,2017-08-05T11:07:58Z,6
matrix_multiplication_aws,2017-08-05T11:07:59Z,5
matrix_multiplication_aws,2017-08-05T11:08:00Z,4
matrix_multiplication_aws,2017-08-05T11:08:01Z,3
matrix_multiplication_aws,2017-08-05T11:08:02Z,4
matrix_multiplication_aws,2017-08-05T11:08:03Z,4
matrix_multiplication_aws,2017-08-05T11:08:04Z,4
matrix_multiplication_aws,2017-08-05T11:08:05Z,4
matrix_multiplication_aws,2017-08-05T11:08:06Z,3
matrix_multiplication_aws,2017-08-05T11:08:07Z,5
matrix_multiplication_aws,2017-08-05T11:08:08Z,5
matrix_multiplication_aws,2017-08-05T11:08:09Z,4
matrix_multiplication_aws,2017-08-05T11:08:10Z,6
matrix_multiplication_aws,2017-08-05T11:08:11Z,5
matrix_multiplication_aws,2017-08-05T11:08:12Z,6
matrix_multiplication_aws,2017-08-05T11:08:13Z,5
matrix_multiplication_aws,2017-08-05T11:08:14Z,4
matrix_multiplication_aws,2017-08-05T11:08:15Z,4
matrix_multiplication_aws,2017-08-05T11:08:16Z,4
matrix_multiplication_aws,2017-08-05T11:08:17Z,6
matrix_multiplication_aws,2017-08-05T11:08:18Z,4
matrix_multiplication_aws,2017-08-05T11:08:19Z,5
matrix_multiplication_aws,2017-08-05T11:08:20Z,4
matrix_multiplication_aws,2017-08-05T11:08:21Z,4
matrix_multiplication_aws,2017-08-05T11:08:22Z,4
matrix_multiplication_aws,2017-08-05T11:08:23Z,5
matrix_multiplication_aws,2017-08-05T11:08:24Z,4
matrix_multiplication_aws,2017-08-05T11:08:25Z,4
matrix_multiplication_aws,2017-08-05T11:08:26Z,5
matrix_multiplication_aws,2017-08-05T11:08:27Z,4
matrix_multiplication_aws,2017-08-05T11:08:28Z,5
matrix_multiplication_aws,2017-08-05T11:08:29Z,4
matrix_multiplication_aws,2017-08-05T11:08:30Z,4
matrix_multiplication_aws,2017-08-05T11:08:31Z,4
matrix_multiplication_aws,2017-08-05T11:08:32Z,5
matrix_multiplication_aws,2017-08-05T11:08:33Z,5
matrix_multiplication_aws,2017-08-05T11:08:34Z,5
matrix_multiplication_aws,2017-08-05T11:08:35Z,5
matrix_multiplication_aws,2017-08-05T11:08:36Z,6
matrix_multiplication_aws,2017-08-05T11:08:37Z,5
matrix_multiplication_aws,2017-08-05T11:08:38Z,5
matrix_multiplication_aws,2017-08-05T11:08:39Z,6
matrix_multiplication_aws,2017-08-05T11:08:40Z,5
matrix_multiplication_aws,2017-08-05T11:08:41Z,5
matrix_multiplication_aws,2017-08-05T11:08:42Z,5
matrix_multiplication_aws,2017-08-05T11:08:43Z,6
matrix_multiplication_aws,2017-08-05T11:08:44Z,5
matrix_multiplication_aws,2017-08-05T11:08:45Z,7
matrix_multiplication_aws,2017-08-05T11:08:46Z,5
matrix_multiplication_aws,2017-08-05T11:08:47Z,4
matrix_multiplication_aws,2017-08-05T11:08:48Z,4
matrix_multiplication_aws,2017-08-05T11:08:49Z,5
matrix_multiplication_aws,2017-08-05T11:08:50Z,5
matrix_multiplication_aws,2017-08-05T11:08:51Z,6
matrix_multiplication_aws,2017-08-05T11:08:52Z,5
matrix_multiplication_aws,2017-08-05T11:08:53Z,6
matrix_multiplication_aws,2017-08-05T11:08:54Z,5
matrix_multiplication_aws,2017-08-05T11:08:55Z,5
matrix_multiplication_aws,2017-08-05T11:08:56Z,5
matrix_multiplication_aws,2017-08-05T11:08:57Z,6
matrix_multiplication_aws,2017-08-05T11:08:58Z,6
matrix_multiplication_aws,2017-08-05T11:08:59Z,5
matrix_multiplication_aws,2017-08-05T11:09:00Z,5
matrix_multiplication_aws,2017-08-05T11:09:01Z,6
matrix_multiplication_aws,2017-08-05T11:09:02Z,5
matrix_multiplication_aws,2017-08-05T11:09:03Z,7
matrix_multiplication_aws,2017-08-05T11:09:04Z,6
matrix_multiplication_aws,2017-08-05T11:09:05Z,5
matrix_multiplication_aws,2017-08-05T11:09:06Z,6
matrix_multiplication_aws,2017-08-05T11:09:07Z,7
matrix_multiplication_aws,2017-08-05T11:09:08Z,6
matrix_multiplication_aws,2017-08-05T11:09:09Z,5
matrix_multiplication_aws,2017-08-05T11:09:10Z,5
matrix_multiplication_aws,2017-08-05T11:09:11Z,6
matrix_multiplication_aws,2017-08-05T11:09:12Z,5
matrix_multiplication_aws,2017-08-05T11:09:13Z,7
matrix_multiplication_aws,2017-08-05T11:09:14Z,6
matrix_multiplication_aws,2017-08-05T11:09:15Z,5
matrix_multiplication_aws,2017-08-05T11:09:16Z,5
matrix_multiplication_aws,2017-08-05T11:09:17Z,7
matrix_multiplication_aws,2017-08-05T11:09:18Z,9
matrix_multiplication_aws,2017-08-05T11:09:19Z,5
matrix_multiplication_aws,2017-08-05T11:09:20Z,5
matrix_multiplication_aws,2017-08-05T11:09:21Z,4
