name,time,duration
data_intensive_step1_aws,2017-09-02T17:17:21.297Z,9786
data_intensive_step1_aws,2017-09-02T17:17:32.188Z,17702
data_intensive_step1_aws,2017-09-02T17:17:50.474Z,12423
data_intensive_step1_aws,2017-09-02T17:18:03.457Z,11116
data_intensive_step1_aws,2017-09-02T17:18:15.252Z,9879
data_intensive_step1_aws,2017-09-02T17:18:25.879Z,14872
data_intensive_step1_aws,2017-09-02T17:18:41.489Z,10080
data_intensive_step1_aws,2017-09-02T17:18:52.104Z,10046
data_intensive_step1_aws,2017-09-02T17:19:02.685Z,10467
data_intensive_step1_aws,2017-09-02T17:19:13.747Z,11071
data_intensive_step1_aws,2017-09-02T17:19:25.617Z,10644
data_intensive_step1_aws,2017-09-02T17:19:36.894Z,13014
data_intensive_step1_aws,2017-09-02T17:19:51.347Z,10663
data_intensive_step1_aws,2017-09-02T17:20:02.722Z,10301
data_intensive_step1_aws,2017-09-02T17:20:13.661Z,10801
data_intensive_step1_aws,2017-09-02T17:20:25.154Z,12502
data_intensive_step1_aws,2017-09-02T17:20:38.467Z,9367
data_intensive_step1_aws,2017-09-02T17:20:48.339Z,12522
data_intensive_step1_aws,2017-09-02T17:21:02.984Z,9252
data_intensive_step1_aws,2017-09-02T17:21:12.834Z,11685
