name,time,p50,p75,p95,p99
data_intensive_vm,2017-09-03T10:07:48Z,18,18,18,18
data_intensive_vm,2017-09-03T10:07:49Z,19,19,19,19
data_intensive_vm,2017-09-03T10:07:50Z,18,18,19,19
data_intensive_vm,2017-09-03T10:07:51Z,19,20,20,20
data_intensive_vm,2017-09-03T10:07:52Z,19,19,19,19
data_intensive_vm,2017-09-03T10:07:53Z,19,19,19,19
data_intensive_vm,2017-09-03T10:07:54Z,19,19,19,19
data_intensive_vm,2017-09-03T10:07:55Z,19,19,20,20
data_intensive_vm,2017-09-03T10:07:56Z,19,19,19,19
data_intensive_vm,2017-09-03T10:07:57Z,18,18,18,18
data_intensive_vm,2017-09-03T10:07:58Z,18,18,19,19
data_intensive_vm,2017-09-03T10:07:59Z,19,19,19,19
data_intensive_vm,2017-09-03T10:08:00Z,19,19,19,19
data_intensive_vm,2017-09-03T10:08:01Z,19,20,20,20
data_intensive_vm,2017-09-03T10:08:02Z,19,19,19,19
data_intensive_vm,2017-09-03T10:08:03Z,18,18,19,19
data_intensive_vm,2017-09-03T10:08:04Z,18,18,19,19
data_intensive_vm,2017-09-03T10:08:05Z,19,19,20,20
data_intensive_vm,2017-09-03T10:08:06Z,19,19,22,22
data_intensive_vm,2017-09-03T10:08:07Z,18,19,19,19
data_intensive_vm,2017-09-03T10:08:08Z,19,19,20,20
data_intensive_vm,2017-09-03T10:08:09Z,21,21,21,21
data_intensive_vm,2017-09-03T10:08:10Z,18,21,21,21
data_intensive_vm,2017-09-03T10:08:11Z,18,18,19,19
data_intensive_vm,2017-09-03T10:08:12Z,19,754,754,754
data_intensive_vm,2017-09-03T10:08:13Z,18,18,18,18
data_intensive_vm,2017-09-03T10:08:14Z,19,19,19,19
data_intensive_vm,2017-09-03T10:08:15Z,19,19,19,19
data_intensive_vm,2017-09-03T10:08:16Z,18,18,20,20
data_intensive_vm,2017-09-03T10:08:17Z,1191,1191,1191,1191
data_intensive_vm,2017-09-03T10:08:18Z,20,20,20,20
data_intensive_vm,2017-09-03T10:08:19Z,19,19,19,19
data_intensive_vm,2017-09-03T10:08:20Z,19,19,20,20
data_intensive_vm,2017-09-03T10:08:21Z,20,21,21,21
data_intensive_vm,2017-09-03T10:08:22Z,20,20,21,21
data_intensive_vm,2017-09-03T10:08:23Z,19,19,19,19
data_intensive_vm,2017-09-03T10:08:24Z,19,19,19,19
data_intensive_vm,2017-09-03T10:08:25Z,19,20,20,20
data_intensive_vm,2017-09-03T10:08:26Z,18,18,18,18
