timestamp, duration
2017-08-06T11:30:35.635Z,112.09
2017-08-06T11:30:35.735Z,48.68
2017-08-06T11:30:35.815Z,64.66
2017-08-06T11:30:35.878Z,163.88
2017-08-06T11:30:35.915Z,57.06
2017-08-06T11:30:35.916Z,160.95
2017-08-06T11:30:35.995Z,6.51
2017-08-06T11:31:18.395Z,130.72
2017-08-06T11:31:18.515Z,59.90
2017-08-06T11:31:18.595Z,22.58
2017-08-06T11:31:18.815Z,38.51
2017-08-06T11:31:18.935Z,14.58
2017-08-06T11:31:19.115Z,38.50
2017-08-06T11:31:19.235Z,54.65
2017-08-06T11:31:19.315Z,50.56
2017-08-06T11:31:19.395Z,58.61
2017-08-06T11:31:19.495Z,34.58
2017-08-06T11:31:19.655Z,26.56
2017-08-06T11:31:19.815Z,54.57
2017-08-06T11:31:19.996Z,62.82
2017-08-06T11:31:20.095Z,34.51
2017-08-06T11:31:20.195Z,58.67
2017-08-06T11:31:20.335Z,54.63
2017-08-06T11:31:20.495Z,26.57
2017-08-06T11:31:20.595Z,18.44
2017-08-06T11:31:20.795Z,50.67
2017-08-06T11:31:20.895Z,18.60
2017-08-06T11:31:21.096Z,54.64
2017-08-06T11:31:21.195Z,54.61
2017-08-06T11:31:21.395Z,30.64
2017-08-06T11:31:21.515Z,46.48
2017-08-06T11:31:21.696Z,58.64
2017-08-06T11:31:21.895Z,34.54
2017-08-06T11:31:22.015Z,43.15
2017-08-06T11:31:22.095Z,18.48
2017-08-06T11:31:22.195Z,22.54
2017-08-06T11:31:22.395Z,18.48
2017-08-06T11:31:22.495Z,54.64
2017-08-06T11:31:22.595Z,18.47
2017-08-06T11:31:22.795Z,38.56
2017-08-06T11:31:22.895Z,18.41
2017-08-06T11:31:23.155Z,26.57
2017-08-06T11:31:23.235Z,58.81
2017-08-06T11:31:23.395Z,18.49
2017-08-06T11:31:23.495Z,38.53
2017-08-06T11:31:23.695Z,61.10
2017-08-06T11:31:23.795Z,14.42
2017-08-06T11:31:23.995Z,18.53
2017-08-06T11:31:24.075Z,30.52
2017-08-06T11:31:24.355Z,10.58
2017-08-06T11:31:24.435Z,77.01
2017-08-06T11:31:24.535Z,38.63
2017-08-06T11:31:24.635Z,58.58
2017-08-06T11:31:24.755Z,34.64
2017-08-06T11:31:24.835Z,49.68
2017-08-06T11:31:24.915Z,38.55
2017-08-06T11:31:24.995Z,50.50
2017-08-06T11:31:25.095Z,26.59
2017-08-06T11:31:25.195Z,34.56
2017-08-06T11:31:25.295Z,18.59
2017-08-06T11:31:25.415Z,22.41
2017-08-06T11:31:25.495Z,10.54
2017-08-06T11:31:25.595Z,22.53
2017-08-06T11:31:25.755Z,34.76
2017-08-06T11:31:25.875Z,26.58
2017-08-06T11:31:25.955Z,74.41
2017-08-06T11:31:26.055Z,91.08
2017-08-06T11:31:26.135Z,70.85
2017-08-06T11:31:26.215Z,74.68
2017-08-06T11:31:26.315Z,58.93
2017-08-06T11:31:26.395Z,10.71
2017-08-06T11:31:26.496Z,54.67
2017-08-06T11:31:26.595Z,14.53
2017-08-06T11:31:26.695Z,18.44
2017-08-06T11:31:26.895Z,42.66
2017-08-06T11:31:26.995Z,58.53
2017-08-06T11:31:27.135Z,14.54
2017-08-06T11:31:27.215Z,58.56
2017-08-06T11:31:27.295Z,38.60
2017-08-06T11:31:27.395Z,18.45
2017-08-06T11:31:27.495Z,23.28
2017-08-06T11:31:27.595Z,18.61
2017-08-06T11:31:27.695Z,38.50
2017-08-06T11:31:27.796Z,54.52
2017-08-06T11:31:27.895Z,42.51
2017-08-06T11:31:27.995Z,58.53
2017-08-06T11:31:28.095Z,22.65
2017-08-06T11:31:28.195Z,22.44
2017-08-06T11:31:28.335Z,18.48
2017-08-06T11:31:28.415Z,26.51
2017-08-06T11:31:28.495Z,42.47
2017-08-06T11:31:28.595Z,34.47
2017-08-06T11:31:28.735Z,34.54
2017-08-06T11:31:28.835Z,14.40
2017-08-06T11:31:28.935Z,14.42
2017-08-06T11:31:29.015Z,22.40
2017-08-06T11:31:29.135Z,62.50
2017-08-06T11:31:29.295Z,38.45
2017-08-06T11:31:29.495Z,22.42
2017-08-06T11:31:29.595Z,38.45
2017-08-06T11:31:29.695Z,54.49
2017-08-06T11:31:29.835Z,30.48
2017-08-06T11:31:29.935Z,6.21
2017-08-06T11:31:30.015Z,43.16
2017-08-06T11:31:30.095Z,38.40
2017-08-06T11:31:30.195Z,14.64
2017-08-06T11:31:30.295Z,58.66
2017-08-06T11:31:30.395Z,18.44
2017-08-06T11:31:30.495Z,30.60
2017-08-06T11:31:30.595Z,34.43
2017-08-06T11:31:30.695Z,38.39
2017-08-06T11:31:30.855Z,18.40
2017-08-06T11:31:30.935Z,55.83
2017-08-06T11:31:31.015Z,38.36
2017-08-06T11:31:31.095Z,22.44
2017-08-06T11:31:31.195Z,54.48
2017-08-06T11:31:31.295Z,42.51
2017-08-06T11:31:31.395Z,18.52
2017-08-06T11:31:31.495Z,30.53
2017-08-06T11:31:31.595Z,38.51
2017-08-06T11:31:31.775Z,30.40
2017-08-06T11:31:31.915Z,22.44
2017-08-06T11:31:31.995Z,34.44
2017-08-06T11:31:32.235Z,18.50
2017-08-06T11:31:32.315Z,22.45
2017-08-06T11:31:32.455Z,29.14
2017-08-06T11:31:32.535Z,18.54
2017-08-06T11:31:32.615Z,42.60
2017-08-06T11:31:32.695Z,30.48
2017-08-06T11:31:32.795Z,38.56
2017-08-06T11:31:32.915Z,42.49
2017-08-06T11:31:32.995Z,42.47
2017-08-06T11:31:33.075Z,23.57
2017-08-06T11:31:33.255Z,85.29
2017-08-06T11:31:33.395Z,49.71
2017-08-06T11:31:33.695Z,121.37
2017-08-06T11:31:33.795Z,18.55
2017-08-06T11:31:36.195Z,38.55
2017-08-06T11:31:36.315Z,59.04
2017-08-06T11:31:36.395Z,34.46
2017-08-06T11:31:36.495Z,22.52
2017-08-06T11:31:38.015Z,42.58
2017-08-06T11:31:38.195Z,22.63
2017-08-06T11:31:38.315Z,42.69
2017-08-06T11:31:38.535Z,54.86
2017-08-06T11:31:38.656Z,58.76
2017-08-06T11:31:38.795Z,18.57
2017-08-06T11:31:38.895Z,10.60
2017-08-06T11:31:39.095Z,22.66
2017-08-06T11:31:39.175Z,6.63
2017-08-06T11:31:39.415Z,34.56
2017-08-06T11:31:39.495Z,38.76
2017-08-06T11:31:39.695Z,58.78
2017-08-06T11:31:39.795Z,38.62
2017-08-06T11:31:39.995Z,18.61
2017-08-06T11:31:40.095Z,22.67
2017-08-06T11:31:40.435Z,14.56
2017-08-06T11:31:40.515Z,58.64
2017-08-06T11:31:40.595Z,38.82
2017-08-06T11:31:40.815Z,38.76
2017-08-06T11:31:40.895Z,46.63
2017-08-06T11:31:41.095Z,22.55
2017-08-06T11:31:41.355Z,42.67
2017-08-06T11:31:48.195Z,38.70
2017-08-06T11:31:48.415Z,46.82
2017-08-06T11:31:48.495Z,22.66
2017-08-06T11:31:48.735Z,34.75
2017-08-06T11:31:48.915Z,140.98
2017-08-06T11:31:49.036Z,96.16
2017-08-06T11:31:49.115Z,74.87
2017-08-06T11:31:49.195Z,38.58
2017-08-06T11:31:49.335Z,38.59
2017-08-06T11:31:49.415Z,78.65
2017-08-06T11:31:49.555Z,59.35
2017-08-06T11:31:49.695Z,18.59
2017-08-06T11:31:49.895Z,18.61
2017-08-06T11:31:49.995Z,38.67
2017-08-06T11:31:50.195Z,18.66
2017-08-06T11:31:50.315Z,30.89
2017-08-06T11:31:50.395Z,42.75
2017-08-06T11:31:50.495Z,14.72
2017-08-06T11:31:50.615Z,50.87
2017-08-06T11:31:50.695Z,62.57
2017-08-06T11:31:50.795Z,58.74
2017-08-06T11:31:50.915Z,38.85
2017-08-06T11:31:50.995Z,38.59
2017-08-06T11:31:51.095Z,54.84
2017-08-06T11:31:51.195Z,14.57
2017-08-06T11:31:51.296Z,58.74
2017-08-06T11:31:51.396Z,62.54
2017-08-06T11:31:51.495Z,34.63
2017-08-06T11:31:51.635Z,38.66
2017-08-06T11:31:51.715Z,58.63
2017-08-06T11:31:51.795Z,34.56
2017-08-06T11:31:51.895Z,34.61
2017-08-06T11:31:52.015Z,42.79
2017-08-06T11:31:52.095Z,42.88
2017-08-06T11:31:52.195Z,18.61
2017-08-06T11:31:52.315Z,60.12
2017-08-06T11:31:52.435Z,18.50
2017-08-06T11:31:52.515Z,42.67
2017-08-06T11:31:52.595Z,54.84
2017-08-06T11:31:52.695Z,54.60
2017-08-06T11:31:52.795Z,58.59
2017-08-06T11:31:52.955Z,26.65
2017-08-06T11:31:53.095Z,42.78
2017-08-06T11:31:53.196Z,58.65
2017-08-06T11:31:53.395Z,10.50
2017-08-06T11:31:53.495Z,18.87
2017-08-06T11:31:53.675Z,22.73
2017-08-06T11:31:53.815Z,58.88
2017-08-06T11:31:53.895Z,18.58
2017-08-06T11:31:54.095Z,22.63
2017-08-06T11:31:54.235Z,10.62
2017-08-06T11:31:54.395Z,26.63
2017-08-06T11:31:54.595Z,42.73
2017-08-06T11:31:54.695Z,34.69
2017-08-06T11:31:54.795Z,18.58
2017-08-06T11:31:54.895Z,30.70
2017-08-06T11:31:54.995Z,14.60
2017-08-06T11:31:55.095Z,58.67
2017-08-06T11:31:55.195Z,58.77
2017-08-06T11:31:55.295Z,18.75
2017-08-06T11:31:55.395Z,38.57
2017-08-06T11:31:55.555Z,38.61
2017-08-06T11:31:55.635Z,43.19
2017-08-06T11:31:55.715Z,58.65
2017-08-06T11:31:55.795Z,62.67
2017-08-06T11:31:55.895Z,38.57
2017-08-06T11:31:55.995Z,34.66
2017-08-06T11:31:56.135Z,42.72
2017-08-06T11:31:56.235Z,38.61
2017-08-06T11:31:56.315Z,66.68
2017-08-06T11:31:56.395Z,38.54
2017-08-06T11:31:56.495Z,18.58
2017-08-06T11:31:56.595Z,22.63
2017-08-06T11:31:56.695Z,38.82
2017-08-06T11:31:56.795Z,22.58
2017-08-06T11:31:56.915Z,22.57
2017-08-06T11:31:56.995Z,54.81
2017-08-06T11:31:57.095Z,38.66
2017-08-06T11:31:57.195Z,34.57
2017-08-06T11:31:57.315Z,62.81
2017-08-06T11:31:57.415Z,42.64
2017-08-06T11:31:57.495Z,22.55
2017-08-06T11:31:57.595Z,38.65
2017-08-06T11:31:57.775Z,14.63
2017-08-06T11:31:57.855Z,46.55
2017-08-06T11:31:57.995Z,58.88
2017-08-06T11:31:58.095Z,58.75
2017-08-06T11:31:58.195Z,42.62
2017-08-06T11:31:58.295Z,34.80
2017-08-06T11:31:58.435Z,42.79
2017-08-06T11:31:58.515Z,50.89
2017-08-06T11:31:58.595Z,38.69
2017-08-06T11:31:58.695Z,10.68
2017-08-06T11:31:58.795Z,18.56
2017-08-06T11:31:58.895Z,59.01
2017-08-06T11:31:58.995Z,42.55
2017-08-06T11:31:59.076Z,50.81
2017-08-06T11:31:59.176Z,54.63
2017-08-06T11:31:59.256Z,50.73
2017-08-06T11:31:59.435Z,59.28
2017-08-06T11:31:59.535Z,14.51
2017-08-06T11:31:59.915Z,309.19
2017-08-06T11:31:59.976Z,60.98
2017-08-06T11:32:00.136Z,127.18
2017-08-06T11:32:00.336Z,172.38
2017-08-06T11:32:00.436Z,5.36
2017-08-06T11:32:00.495Z,250.25
2017-08-06T11:32:00.516Z,37.58
2017-08-06T11:32:00.696Z,25.41
2017-08-06T11:32:00.795Z,223.27
2017-08-06T11:32:00.858Z,21.63
2017-08-06T11:32:00.958Z,25.51
2017-08-06T11:32:01.075Z,252.36
2017-08-06T11:32:01.196Z,41.78
2017-08-06T11:32:01.336Z,37.47
2017-08-06T11:32:01.355Z,267.70
2017-08-06T11:32:01.416Z,41.42
2017-08-06T11:32:01.536Z,5.48
2017-08-06T11:32:01.616Z,64.03
2017-08-06T11:32:01.676Z,25.42
2017-08-06T11:32:01.796Z,41.52
2017-08-06T11:32:01.896Z,33.68
2017-08-06T11:32:01.996Z,5.45
2017-08-06T11:32:02.076Z,29.41
2017-08-06T11:32:02.196Z,25.54
2017-08-06T11:32:02.336Z,25.60
2017-08-06T11:32:02.416Z,41.95
2017-08-06T11:32:02.496Z,61.57
2017-08-06T11:32:02.596Z,5.55
2017-08-06T11:32:02.676Z,29.60
2017-08-06T11:32:02.796Z,21.53
2017-08-06T11:32:02.877Z,41.61
2017-08-06T11:32:02.996Z,41.75
2017-08-06T11:32:03.136Z,57.67
2017-08-06T11:32:03.236Z,41.54
2017-08-06T11:32:03.336Z,21.54
2017-08-06T11:32:03.496Z,42.16
2017-08-06T11:32:03.596Z,25.42
2017-08-06T11:32:03.676Z,9.58
2017-08-06T11:32:03.695Z,215.04
2017-08-06T11:32:03.896Z,61.56
2017-08-06T11:32:03.995Z,243.21
2017-08-06T11:32:03.996Z,5.66
2017-08-06T11:32:04.196Z,61.60
2017-08-06T11:32:04.299Z,25.44
2017-08-06T11:32:04.416Z,61.43
2017-08-06T11:32:04.475Z,391.09
2017-08-06T11:32:04.497Z,65.63
2017-08-06T11:32:04.597Z,53.47
2017-08-06T11:32:04.696Z,29.53
2017-08-06T11:32:04.816Z,57.20
2017-08-06T11:32:04.876Z,17.55
2017-08-06T11:32:05.056Z,59.12
2017-08-06T11:32:05.216Z,45.75
2017-08-06T11:32:05.295Z,219.29
2017-08-06T11:32:05.480Z,33.45
2017-08-06T11:32:05.575Z,264.50
2017-08-06T11:32:05.816Z,61.16
2017-08-06T11:32:05.855Z,263.64
2017-08-06T11:32:06.016Z,45.14
2017-08-06T11:32:06.096Z,5.45
2017-08-06T11:32:06.135Z,258.00
2017-08-06T11:32:06.259Z,25.54
2017-08-06T11:32:06.415Z,259.28
2017-08-06T11:32:06.516Z,45.78
2017-08-06T11:32:06.596Z,5.52
2017-08-06T11:32:06.676Z,5.40
2017-08-06T11:32:06.695Z,251.26
2017-08-06T11:32:06.876Z,45.55
2017-08-06T11:32:06.976Z,9.54
2017-08-06T11:32:06.995Z,223.20
2017-08-06T11:32:07.256Z,29.59
2017-08-06T11:32:07.295Z,223.28
2017-08-06T11:32:07.496Z,41.80
2017-08-06T11:32:07.596Z,45.42
2017-08-06T11:32:07.615Z,259.72
2017-08-06T11:32:07.777Z,45.68
2017-08-06T11:32:07.895Z,251.23
2017-08-06T11:32:07.896Z,41.48
2017-08-06T11:32:08.076Z,9.61
2017-08-06T11:32:08.196Z,25.43
2017-08-06T11:32:08.235Z,215.30
2017-08-06T11:32:08.376Z,5.54
2017-08-06T11:32:08.500Z,65.00
2017-08-06T11:32:08.515Z,277.10
2017-08-06T11:32:08.696Z,65.61
2017-08-06T11:32:08.776Z,45.64
2017-08-06T11:32:08.795Z,239.39
2017-08-06T11:32:08.937Z,57.67
2017-08-06T11:32:09.036Z,53.80
