name,time,duration
data_intensive_aws,2017-09-02T15:22:41.411Z,1305
data_intensive_aws,2017-09-02T15:22:42.995Z,1369
data_intensive_aws,2017-09-02T15:22:44.794Z,1790
data_intensive_aws,2017-09-02T15:22:46.755Z,1179
data_intensive_aws,2017-09-02T15:22:48.102Z,1591
data_intensive_aws,2017-09-02T15:22:49.853Z,1122
data_intensive_aws,2017-09-02T15:22:51.487Z,1471
data_intensive_aws,2017-09-02T15:22:53.162Z,1305
data_intensive_aws,2017-09-02T15:22:54.66Z,1129
data_intensive_aws,2017-09-02T15:22:56.091Z,1309
data_intensive_aws,2017-09-02T15:22:57.691Z,1303
data_intensive_aws,2017-09-02T15:22:59.3Z,1146
data_intensive_aws,2017-09-02T15:23:00.773Z,1481
data_intensive_aws,2017-09-02T15:23:02.487Z,1598
data_intensive_aws,2017-09-02T15:23:04.131Z,1366
data_intensive_aws,2017-09-02T15:23:06.016Z,1438
data_intensive_aws,2017-09-02T15:23:07.818Z,1528
data_intensive_aws,2017-09-02T15:23:09.418Z,1398
data_intensive_aws,2017-09-02T15:23:11.11Z,936
data_intensive_aws,2017-09-02T15:23:12.341Z,1196
data_intensive_aws,2017-09-02T15:23:14.04Z,2389
data_intensive_aws,2017-09-02T15:23:15.664Z,1288
data_intensive_aws,2017-09-02T15:23:17.317Z,1216
data_intensive_aws,2017-09-02T15:23:18.771Z,950
data_intensive_aws,2017-09-02T15:23:20.019Z,1045
data_intensive_aws,2017-09-02T15:23:21.365Z,1968
data_intensive_aws,2017-09-02T15:23:23.626Z,834
data_intensive_aws,2017-09-02T15:23:24.783Z,1710
data_intensive_aws,2017-09-02T15:23:25.987Z,1510
data_intensive_aws,2017-09-02T15:23:27.719Z,1407
data_intensive_aws,2017-09-02T15:23:29.303Z,1393
data_intensive_aws,2017-09-02T15:23:30.869Z,1243
data_intensive_aws,2017-09-02T15:23:32.427Z,1147
data_intensive_aws,2017-09-02T15:23:33.74Z,1573
data_intensive_aws,2017-09-02T15:23:35.311Z,1250
data_intensive_aws,2017-09-02T15:23:37.036Z,1329
data_intensive_aws,2017-09-02T15:23:38.6Z,1259
data_intensive_aws,2017-09-02T15:23:40.135Z,1354
data_intensive_aws,2017-09-02T15:23:41.949Z,1466
data_intensive_aws,2017-09-02T15:23:43.674Z,1621
data_intensive_aws,2017-09-02T15:23:45.331Z,1175
data_intensive_aws,2017-09-02T15:23:46.782Z,1111
data_intensive_aws,2017-09-02T15:23:48.402Z,2632
data_intensive_aws,2017-09-02T15:23:49.951Z,1986
data_intensive_aws,2017-09-02T15:23:51.541Z,1246
data_intensive_aws,2017-09-02T15:23:53.251Z,1195
data_intensive_aws,2017-09-02T15:23:54.851Z,1256
data_intensive_aws,2017-09-02T15:23:56.353Z,1469
data_intensive_aws,2017-09-02T15:23:57.993Z,1010
data_intensive_aws,2017-09-02T15:23:59.845Z,942
data_intensive_aws,2017-09-02T15:24:00.97Z,1529
data_intensive_aws,2017-09-02T15:24:02.661Z,924
data_intensive_aws,2017-09-02T15:24:03.677Z,1161
data_intensive_aws,2017-09-02T15:24:05.086Z,1237
data_intensive_aws,2017-09-02T15:24:06.511Z,2196
data_intensive_aws,2017-09-02T15:24:08.903Z,1214
data_intensive_aws,2017-09-02T15:24:10.318Z,1611
data_intensive_aws,2017-09-02T15:24:12.151Z,1266
data_intensive_aws,2017-09-02T15:24:13.721Z,1479
data_intensive_aws,2017-09-02T15:24:15.519Z,1278
data_intensive_aws,2017-09-02T15:24:17.088Z,1131
data_intensive_aws,2017-09-02T15:24:18.598Z,1159
data_intensive_aws,2017-09-02T15:24:20.007Z,1302
data_intensive_aws,2017-09-02T15:24:21.59Z,1094
data_intensive_aws,2017-09-02T15:24:22.857Z,1383
data_intensive_aws,2017-09-02T15:24:24.489Z,1348
data_intensive_aws,2017-09-02T15:24:26.026Z,2720
data_intensive_aws,2017-09-02T15:24:28.6Z,1285
data_intensive_aws,2017-09-02T15:24:30.091Z,1475
data_intensive_aws,2017-09-02T15:24:31.965Z,1256
data_intensive_aws,2017-09-02T15:24:33.571Z,1351
data_intensive_aws,2017-09-02T15:24:35.22Z,1457
data_intensive_aws,2017-09-02T15:24:36.898Z,1299
data_intensive_aws,2017-09-02T15:24:38.482Z,1368
