timestamp;duration;duration/10
2017-07-14T18:44:32.14Z;4017.315;401,7315
2017-07-14T18:44:32.187Z;4166.9351;416,69351
2017-07-14T18:44:32.234Z;4124.511;412,4511
2017-07-14T18:44:32.265Z;4113.6911;411,36911
2017-07-14T18:44:32.812Z;3565.3587;356,53587
2017-07-14T18:44:33.656Z;2722.5393;272,25393
2017-07-14T18:44:33.656Z;2929.8196;292,98196
2017-07-14T18:44:34.603Z;1596.1427;159,61427
2017-07-14T18:44:34.603Z;1565.7279;156,57279
2017-07-14T18:44:35.602Z;761.1254;76,11254
2017-07-14T18:44:35.602Z;756.7518;75,67518
2017-07-14T18:44:35.602Z;756.1899;75,61899
2017-07-14T18:44:35.602Z;757.3052;75,73052
2017-07-14T18:44:35.602Z;760.6132;76,06132
2017-07-14T18:44:35.612Z;746.0072;74,60072
2017-07-14T18:44:35.612Z;752.7428;75,27428
2017-07-14T18:44:35.612Z;754.3435;75,43435
2017-07-14T18:44:35.612Z;752.2019;75,22019
2017-07-14T18:44:35.627Z;744.0727;74,40727
2017-07-14T18:44:35.627Z;742.6084;74,26084
2017-07-14T18:44:35.627Z;745.7075;74,57075
2017-07-14T18:44:35.627Z;742.0816;74,20816
2017-07-14T18:44:35.627Z;743.1976;74,31976
2017-07-14T18:44:35.627Z;738.0752;73,80752
2017-07-14T18:44:35.627Z;744.5867;74,45867
2017-07-14T18:44:35.643Z;726.258;72,6258
2017-07-14T18:44:35.643Z;734.2201;73,42201
2017-07-14T18:44:35.643Z;726.9507;72,69507
2017-07-14T18:44:35.643Z;727.4067;72,74067
2017-07-14T18:44:35.643Z;733.6397;73,36397
2017-07-14T18:44:35.643Z;734.8694;73,48694
2017-07-14T18:44:35.643Z;735.8509;73,58509
2017-07-14T18:44:35.658Z;731.5201;73,15201
2017-07-14T18:44:35.658Z;724.9939;72,49939
2017-07-14T18:44:35.658Z;724.397;72,4397
2017-07-14T18:44:35.658Z;723.7628;72,37628
2017-07-14T18:44:35.674Z;724.0544;72,40544
2017-07-14T18:44:35.674Z;723.4557;72,34557
2017-07-14T18:44:35.674Z;727.5686;72,75686
2017-07-14T18:44:35.674Z;726.944;72,6944
2017-07-14T18:44:35.674Z;725.7131;72,57131
2017-07-14T18:44:35.674Z;731.9006;73,19006
2017-07-14T18:44:35.674Z;725.1465;72,51465
2017-07-14T18:44:35.674Z;724.548;72,4548
2017-07-14T18:44:35.69Z;715.9378;71,59378
2017-07-14T18:44:35.69Z;734.5889;73,45889
2017-07-14T18:44:35.69Z;716.5669;71,65669
2017-07-14T18:44:35.69Z;715.2572;71,52572
2017-07-14T18:44:35.69Z;849.2582;84,92582
2017-07-14T18:44:35.705Z;847.6235;84,76235
2017-07-14T18:44:35.705Z;849.7549;84,97549
2017-07-14T18:44:35.705Z;847.0063;84,70063
2017-07-14T18:44:35.705Z;849.5064;84,95064
2017-07-14T18:44:35.705Z;843.3825;84,33825
2017-07-14T18:44:35.705Z;848.2996;84,82996
2017-07-14T18:44:35.721Z;832.7091;83,27091
2017-07-14T18:44:35.721Z;830.9518;83,09518
2017-07-14T18:44:35.721Z;831.5634;83,15634
2017-07-14T18:44:35.721Z;838.8153;83,88153
2017-07-14T18:44:35.721Z;839.361;83,9361
2017-07-14T18:44:35.721Z;839.9035;83,99035
2017-07-14T18:44:35.721Z;840.8506;84,08506
2017-07-14T18:44:35.721Z;832.1183;83,21183
2017-07-14T18:44:35.737Z;825.2314;82,52314
2017-07-14T18:44:35.737Z;830.2519;83,02519
2017-07-14T18:44:35.737Z;829.2885;82,92885
2017-07-14T18:44:35.737Z;824.6828;82,46828
2017-07-14T18:44:35.752Z;817.7125;81,77125
2017-07-14T18:44:35.752Z;816.6927;81,66927
2017-07-14T18:44:35.752Z;810.5402;81,05402
2017-07-14T18:44:35.752Z;826.75;82,675
2017-07-14T18:44:35.752Z;818.5399;81,85399
2017-07-14T18:44:35.752Z;809.9112;80,99112
2017-07-14T18:44:35.752Z;817.2235;81,72235
2017-07-14T18:44:35.768Z;826.1462;82,61462
2017-07-14T18:44:35.768Z;819.0405;81,90405
2017-07-14T18:44:35.783Z;390.1737;39,01737
2017-07-14T18:44:35.783Z;652.2961;65,22961
2017-07-14T18:44:35.783Z;389.2474;38,92474
2017-07-14T18:44:36.08Z;459.5551;45,95551
2017-07-14T18:44:36.08Z;88.0503;8,80503
2017-07-14T18:44:36.08Z;346.3035;34,63035
2017-07-14T18:44:36.096Z;93.5171;9,35171
2017-07-14T18:44:36.096Z;89.0248;8,90248
2017-07-14T18:44:36.096Z;256.6972;25,66972
2017-07-14T18:44:36.096Z;93.1053;9,31053
2017-07-14T18:44:36.112Z;250.7432;25,07432
2017-07-14T18:44:36.362Z;192.7942;19,27942
2017-07-14T18:44:36.393Z;153.505;15,3505
2017-07-14T18:44:36.393Z;154.8688;15,48688
2017-07-14T18:44:36.393Z;153.5317;15,35317
2017-07-14T18:44:36.393Z;153.3339;15,33339
2017-07-14T18:44:36.58Z;28.2185;2,82185
2017-07-14T18:44:36.612Z;9.445;0,9445
2017-07-14T18:44:36.612Z;9.6147;0,96147
2017-07-14T18:44:36.627Z;18.8937;1,88937
2017-07-14T18:44:36.658Z;8.0298;0,80298
2017-07-14T18:44:36.658Z;7.3622;0,73622
2017-07-14T18:44:36.674Z;7.2891;0,72891
2017-07-14T18:44:36.737Z;2.1475;0,21475
2017-07-14T18:44:36.815Z;2.2254;0,22254
2017-07-14T18:44:36.83Z;2.3329;0,23329
2017-07-14T18:44:36.877Z;2.5166;0,25166
2017-07-14T18:44:36.908Z;2.0794;0,20794
2017-07-14T18:44:36.987Z;2.3407;0,23407
2017-07-14T18:44:37.049Z;2.2091;0,22091
2017-07-14T18:44:37.08Z;2.1724;0,21724
2017-07-14T18:44:37.127Z;2.2904;0,22904
2017-07-14T18:44:37.174Z;2.1957;0,21957
2017-07-14T18:44:37.252Z;9.4539;0,94539
2017-07-14T18:44:37.283Z;2.239;0,2239
2017-07-14T18:44:37.33Z;2.5657;0,25657
2017-07-14T18:44:37.377Z;2.2289;0,22289
2017-07-14T18:44:37.424Z;190.1136;19,01136
2017-07-14T18:44:37.596Z;9.1055;0,91055
2017-07-14T18:44:37.612Z;16.5404;1,65404
2017-07-14T18:44:37.612Z;16.2965;1,62965
2017-07-14T18:44:37.627Z;7.6971;0,76971
2017-07-14T18:44:37.69Z;2.0436;0,20436
2017-07-14T18:44:37.752Z;2.1428;0,21428
2017-07-14T18:44:37.783Z;1.9423;0,19423
2017-07-14T18:44:37.846Z;2.0557;0,20557
